NPLV,"CO__fft_coefficient__attr_""imag""__coeff_1","T__fft_coefficient__attr_""imag""__coeff_1","T фурмы 2__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.2","CO2__change_quantiles__f_agg_""mean""__isabs_True__qh_0.4__ql_0.0","T__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""","CO2__fft_coefficient__attr_""abs""__coeff_25",AR__energy_ratio_by_chunks__num_segments_10__segment_focus_7,"T фурмы 2__change_quantiles__f_agg_""var""__isabs_True__qh_1.0__ql_0.4",N2__quantile__q_0.9,CO2__sum_values,CO__energy_ratio_by_chunks__num_segments_10__segment_focus_6,CO2__energy_ratio_by_chunks__num_segments_10__segment_focus_9,T__index_mass_quantile__q_0.6,"CO2__fft_coefficient__attr_""abs""__coeff_57","O2__fft_coefficient__attr_""abs""__coeff_68","CO__fft_coefficient__attr_""imag""__coeff_2",CO2__index_mass_quantile__q_0.8,"T фурмы 2__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.6","N2__fft_coefficient__attr_""abs""__coeff_65","CO2__change_quantiles__f_agg_""var""__isabs_False__qh_0.4__ql_0.0","T фурмы 2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6","CO2__fft_coefficient__attr_""abs""__coeff_16",T__absolute_sum_of_changes,"T__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""","O2__fft_coefficient__attr_""abs""__coeff_52",N2__quantile__q_0.7,"T__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""",CO2__index_mass_quantile__q_0.9,"V__fft_coefficient__attr_""abs""__coeff_13",CO__index_mass_quantile__q_0.6,T__last_location_of_maximum,AR__sum_of_reoccurring_values,CO__energy_ratio_by_chunks__num_segments_10__segment_focus_8,AR__quantile__q_0.9,"CO2__fft_coefficient__attr_""abs""__coeff_27","CO2__fft_coefficient__attr_""real""__coeff_2","CO2__fft_coefficient__attr_""imag""__coeff_2",AR__autocorrelation__lag_2,"N2__fft_aggregated__aggtype_""variance""","T фурмы 2__fft_coefficient__attr_""abs""__coeff_13",AR__autocorrelation__lag_7,"T фурмы 2__fft_coefficient__attr_""imag""__coeff_2","O2_pressure__fft_coefficient__attr_""real""__coeff_8","AR__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""","N2__fft_coefficient__attr_""abs""__coeff_66",O2__count_below_mean,AR__autocorrelation__lag_8,AR__cid_ce__normalize_True,"T фурмы 2__fft_coefficient__attr_""abs""__coeff_9","N2__fft_coefficient__attr_""abs""__coeff_16"
510018,-8512.406936815873,-7425.1418441675905,0.0,0.0545678646509502,0.0552477076867657,239.1945934102152,0.1282433133164972,0.0,75.16999816894531,49085.761896116994,0.0003440122644618,0.1272757918141816,0.5457201285422144,75.58078799162111,217.77940724541529,11347.12272463578,0.8463336254747298,0.0,603.4413020047002,0.0318745037489508,0.0,1386.0175220985527,1907.2918319702148,0.156369011140086,413.79949443356907,75.16999816894531,0.1569201330299198,0.9231668127373648,736875.5671615702,0.4820333041191937,0.5942156003505696,36.93999993801117,0.0001076359529307,0.9399999976158142,619.0043210846034,5512.895912541076,7778.689324795643,0.9959779266375296,61495.70576909095,0.0,0.9787214861593532,0.0,75.14195210791397,-1.5921559091132256,779.5792450545678,2518.0,0.9747989644440468,3.829418556093412,0.0,3292.499928333617
510019,22613.69351895113,634494.2156601306,0.0,0.0277648716611046,0.0392668163424184,951.6707914607108,0.0930894747689599,0.0,75.16999816894531,67371.8062252203,0.4957881431728845,0.1706578597797913,0.6751305173232084,326.30091491174,707.4528938871011,-23972.526345467188,0.8675842429995254,0.0,333.5536573684663,0.0162200469099551,0.0,836.6969636294682,2147.222412109375,0.1112516739943624,542.1354615900924,73.55000305175781,0.1116645270949131,0.9337921214997628,1589284.1310447613,0.6457047935453251,0.7351684859990508,35.10999995470047,0.0011564977591409,0.9399999976158142,1136.49221179116,2395.924205172474,-8484.552167246326,0.995897069804532,96012.66683205316,0.0,0.9814778423835128,0.0,-91.85716025214094,-1.950047318024448,206.7989744501742,3052.0,0.978290139485976,4.130220974694942,0.0,2297.316126469905
510020,-5403.892150076312,63594.02872326908,0.0,0.046869551184629,0.0758842673643944,665.612129403601,0.1172380041290921,0.0,77.3499984741211,42727.16595394216,0.0641424281754579,0.0291446507592171,0.5734091717028084,233.68131304011175,127.9515882277498,6856.576570254581,0.7301813011020263,0.0,131.1369999302954,0.0490086181166445,0.0,732.2579517873163,1971.822514787505,0.2146955963338801,572.2932269304868,75.62513575600839,0.2151920302932521,0.845360824742268,2166979.3543019067,0.4962673302523995,0.6487735513686456,39.3999999165535,3.83152338036077e-05,0.9399999976158142,699.9876889055198,3720.918382535756,764.7544357170405,0.992516857180669,45322.94730506377,0.0,0.958770073909566,0.0,46.37704816556243,-2.4468135866570724,347.6202044313912,1549.0,0.950873339485712,4.423718751149999,0.0,2869.4579799430016
510021,28629.612919653795,505498.23411732935,0.0,0.0067689214263076,0.0412910835254099,1120.3029181196175,0.0895373834531842,0.0,74.5,57169.68018733205,0.3385484264228345,0.2237993381354434,0.64873495455662,260.3794741540652,336.77305836520907,-15479.12241786182,0.8965856055023336,0.0,445.60575964503056,0.0014206240270861,0.0,1592.4924440443003,2226.736114501953,0.117057262701835,582.7131310844543,74.04000091552734,0.1176965677728637,0.948415622697126,2603033.1765296785,0.6639646278555638,0.7246376811594203,37.79499989748001,0.0443248274627083,0.9100000262260436,957.13390568978,2352.896573135227,4538.349453359208,0.9950984750183752,98981.70767543552,0.0,0.9724353144372376,0.0,0.2101006727722186,-2.306751623608445,221.84679904446617,2216.0,0.9672612410399823,4.394692992904707,0.0,1018.8712631209978
510022,-2035.794463438308,122553.83855380613,0.0,0.0245668519472031,0.0545430355538876,409.343275868716,0.1271086051431772,0.0,80.68000030517578,34882.831334003975,0.0697988030403338,0.0002877820069673,0.5714686098654709,282.2988523920037,340.3846959741045,1912.0782583796945,0.6370515695067265,0.0,915.0564779471551,0.0154803297523299,0.0,1559.0824598696013,2111.095542298338,0.1546491738827288,722.713508377051,77.3499984741211,0.1550422442635265,0.7385089686098655,3453380.7828134885,0.5190582959641256,0.6426569506726457,44.949999928474426,4.5866143870675225e-05,1.0,969.956968008132,9033.26766688234,-448.81515582563793,0.9950106115375852,79321.90935950815,0.0,0.9702084583373464,0.0,-115.47679416194484,-2.142827293633983,699.3165715521832,1524.0,0.9643810722199756,3.994053740532816,0.0,161.96420473637727
510023,7516.731259275702,179243.7069048163,0.0,0.0299125405603768,0.061222959089724,274.8365802335987,0.1299614066824008,0.0,79.64363618330523,28347.72536635988,0.2141515761952507,0.0352400120192654,0.5945142101784534,125.21317020420996,261.86047647154373,-9146.094178824893,0.7220753469927297,0.0,578.9697172384444,0.0122421740601037,0.0,79.04074177559666,2053.8191833496094,0.17373474146195,658.1746015981631,77.70999908447266,0.1743984890572165,0.8724388631857237,596341.4898352289,0.5594844679444811,0.6787838730998017,49.99499979615212,4.274607710506336e-05,1.059999942779541,190.32263603000968,5706.655393099727,491.3322255127148,0.996789146030324,45330.59794108533,0.0,0.979301075915494,0.0,-53.23467560270966,-1.752158215375883,192.5372437405215,1151.0,0.9749803597185992,3.002594892375916,0.0,1781.496943404781
510024,7449.895560983569,158463.31426337815,0.0,0.026115089710897,0.0629122404399653,637.1414094593788,0.1326595959200532,0.0,80.1500015258789,27647.790543688465,0.2135424147352191,0.0139377163346203,0.5932090545938749,172.89975911141207,276.7850394717843,-9570.329658816076,0.6924101198402131,0.0,448.4155925541471,0.008617527341749,0.0,848.1502703629034,2296.711751847197,0.1783267452811368,176.0055595105363,79.18008558395061,0.1793314900076126,0.7689747003994674,459791.2278096754,0.5565912117177098,0.6827563249001332,47.91999980807304,4.557345853150954e-06,1.059999942779541,311.26992013336445,5079.066250355024,-1596.629605465839,0.9957948470100872,43610.878808697285,0.0,0.9762108071122596,0.0,-6.575328409477367,-1.9247972826853912,262.20934703975746,1277.0,0.9715850717636408,3.0803345650707605,0.0,1385.71466920813
510026,5630.568944374877,123965.96791887002,0.0,0.0394093017998995,0.067241143077439,375.36195631849967,0.124685730498341,0.0,76.73999786376953,30563.1591979413,0.2181360242988336,0.0392192993935781,0.5874956339504017,325.66245026034244,38.81376320963471,-6028.737701962276,0.7705204331121202,0.0,375.9582866835681,0.0268705000468613,0.0,1173.2703646399843,2591.319534301758,0.1904840620285632,745.5780453746727,76.34657368276311,0.1911841439562469,0.8704156479217604,128451.45453822646,0.5518686692280824,0.4079636744673419,49.29999977350235,3.192614988058395e-05,1.059999942779541,421.184472426448,5042.652659742924,2561.5040473134263,0.9960683844603088,45992.568276546896,0.0,0.9757421280890664,0.0,-43.043550841468026,-1.6131843253683231,181.54637630146308,1382.0,0.9710110064466684,3.2242974402752065,0.0,1974.8478598922225
510027,-947.8787610197523,46944.14660000797,0.0,0.0352311125740656,0.0712254286551771,452.6666637046592,0.1245183717806168,0.0,78.67050103839154,28424.22013412077,0.1276681621300307,0.0131904721845256,0.5718540580789278,115.4017128557273,360.0250520669389,604.1013249583843,0.68801191362621,0.0,317.0821915948198,0.0208025782570888,0.0,1481.4005111853228,1939.9303436279297,0.2020071755801993,801.5885965438938,78.27531312085482,0.2024164344325719,0.7851824274013403,1536519.2695998317,0.5286671630677587,0.661578555472822,45.77999979257584,2.191574783481632e-05,1.0399999618530271,389.8626090845932,2997.929337957343,616.6085281622378,0.9953840178345438,37203.76060477755,0.0,0.9751931912893084,0.0,-88.32064634031013,-1.992593969433879,322.30952582039083,1234.0,0.970399744509591,3.321874947169664,0.0,2739.369885628213
510028,-19919.31182859406,-384675.34858153807,0.0,0.0492360467779721,0.0473961646404558,1295.5225169396792,0.1147915156629853,0.0,77.84905953692575,49946.08098811082,0.0087383334520105,0.0652371619367559,0.4599118942731277,111.64359153052716,400.3083749758544,25054.98929014347,0.7823788546255507,0.0,277.5534945970263,0.0328614080918004,0.0,1434.1726764130403,2459.722496032715,0.1341348787233221,946.14324577021,73.7300033569336,0.1347217652240133,0.8913362701908958,2818506.174500543,0.4258443465491923,0.5145374449339207,37.2399999499321,0.0047078322368356,0.9134407009108592,361.2073945240528,1550.7498928837615,1366.8711342171796,0.9933967707363016,68129.35106130347,0.0,0.9635727452898172,0.0,-30.76067971922304,-2.79146518935727,329.5470302653514,1627.0,0.9570018367410772,4.736432356107094,0.0,2677.5815387871385
510030,9332.13765312588,219178.57576113244,0.0,0.0290766088460529,0.041045141463574,432.2136270494978,0.106335165110454,0.0,76.94999694824219,49615.61979788127,0.1148421666713157,0.1358763537563174,0.5955116216938284,317.8366430212647,538.263888268429,-9398.870968726282,0.8567993588030991,0.0,701.3645235725216,0.0192513946958159,0.0,2530.4177000835803,2918.749946594238,0.1162979088691319,85.75371510515306,74.45999908447266,0.1168266929190772,0.9283996794015495,2064980.462510115,0.5626502805236442,0.6502805236441358,44.099999874830246,0.0019614849867286,1.0,215.69062883386735,4747.284718269383,280.43784799140496,0.9933747063080192,83025.42776554622,0.0,0.9646043788173037,0.0,-63.28521500482862,-3.133852790515804,469.8811887693775,2154.0,0.957863503425044,4.625924882024152,0.0,2635.5662185796614
510031,18103.2670260024,285064.98128262267,0.0,0.023937616353695,0.036201685726712,795.8790944032763,0.0977622620398256,0.0,79.23999786376953,49020.67002241805,0.2334911115410223,0.0064876290725826,0.6035634743875279,219.87406715407857,179.35010263871575,-22606.627339786133,0.678049987626825,0.0,655.5266009047187,0.009590684984143,0.0,1146.750939046127,2191.666648864746,0.1025722515232516,323.53007223512725,77.3920529509244,0.1030736594538536,0.7315021034397426,957753.8735796432,0.5877258104429597,0.6688938381588716,45.80999991297722,3.3136733221870354e-05,1.0499999523162842,495.20835612366,4083.2793289277633,-17724.293475798022,0.9958008964817926,86124.08077255134,0.0,0.9795545360563696,0.0,-46.616574562377394,-2.079178994902338,428.347377680935,2305.0,0.9758343539912344,3.884437160450484,0.0,692.2482272155494
510032,5900.155495361056,165368.36519357486,0.0,0.0165191257158778,0.0534216479727533,138.9602590190654,0.1361669871861405,0.0,77.52999877929688,39903.25902912038,0.1517354292467002,0.0798247003532757,0.5902222222222222,208.3690343361277,100.33532636609873,-4256.838316717397,0.8121481481481482,0.0,148.82320643035416,0.0049267136946526,0.0,380.20371953503206,2499.8162703975554,0.1513126063318575,506.12730507138485,77.52999877929688,0.1518569404558558,0.906074074074074,1779347.0707606804,0.552,0.4183703703703704,49.21333320935568,0.0017311383136936,1.0299999713897705,567.562110869597,5631.448867830128,2986.650032761529,0.9934874685266544,75091.5151327271,0.0,0.9699149640011124,0.0,-118.87890372154372,-2.767978853048669,492.4646543273131,2213.0,0.9656925366750309,4.131051520823934,0.0,3712.017609747445
510033,11005.668729173263,-127520.51333024797,0.0,0.0295055356330445,0.0702932692726416,343.9831368796472,0.0741632418724451,0.0,79.41999816894531,38895.18388030725,0.2097784753207663,0.0099680561994012,0.522938829787234,249.99785488595745,527.8889391948486,-1377.2495703156728,0.7074468085106383,0.0,184.0568978311205,0.0229483772457372,0.0,1490.996688729815,1868.4027862548828,0.199438462155368,381.3196486233777,76.50898255109787,0.200112355504953,0.7719414893617021,1166731.2949732116,0.5977393617021277,0.3643617021276596,43.6224999576807,0.0008234781031312,1.0099999904632568,465.4642970153952,253.1283390085639,3240.065752718877,0.992924089553686,48373.862659120925,0.0,0.960020275429113,0.0,93.8903349549176,-2.638715476599052,590.8487464299772,1754.0,0.952419667982998,3.883731905927536,0.0,1957.144093060804
510037,66.03024106642204,99131.5790639763,0.0,0.0323110293433493,0.0808316876785834,327.3057879320448,0.1207391088550387,0.0,79.55999755859375,28622.29760288402,0.0859145276505374,0.0110146788339526,0.5796324655436447,105.38701504297272,337.5581460825069,285.52155855105275,0.6921898928024502,0.0,453.8854581037273,0.0102515064557052,0.0,686.2030650204929,2229.166610717773,0.2288984807660385,526.2416050406538,79.28141694913843,0.229818165573411,0.7423430321592649,370617.19456975255,0.5256508422664625,0.6684532924961715,46.57999995350838,9.198750503252936e-06,1.0199999809265137,267.8835629143134,1847.625670595925,-387.3672735345159,0.9943137394499222,31455.642771415416,0.0,0.9669091984695676,0.0,-20.216763548507917,-2.737465532534036,323.31198343167097,1189.0,0.960616479437386,3.339294580790597,0.0,2588.437731837162
510040,-490.3698569678036,17746.589454719484,0.0,0.0068793633723467,0.094137848273152,314.6194827426256,0.1503632883635469,0.0,97.69000244140624,27063.36060678961,0.1363455064204489,5.312923577474106e-06,0.5663858804653028,114.95986310797132,231.0457264281123,-9.64005070123208,0.6730846369835539,0.0,157.7193264652946,0.000949834386308,0.0,896.255536945913,1934.3748168945312,0.2664292992216409,293.94500523844675,77.19999694824219,0.267244590284975,0.7131969514640994,1630623.9740417495,0.529482551143201,0.672282390693943,37.88999995589256,0.0,0.8999999761581421,353.2582769265349,-185.88566387874212,502.9595486678564,0.9942813272526676,32853.65668528484,0.0,0.972139097892112,0.0,74.46606235225413,-2.5884321559548007,174.232251234652,1694.0,0.9677572811744848,3.254823286296613,0.0,1403.949151948782
510043,-3587.336823750562,-48852.85362824868,0.0,0.0114686925921821,0.0657697273588338,419.0987506832661,0.0911834982402863,0.0,87.19694498889854,31139.14487681078,0.058409080802041,6.584467315528854e-05,0.5451602460343153,15.165513364349522,321.3419209057266,3868.253450713538,0.6183230819035287,0.0,367.0544690289669,0.0042993890063222,0.0,1797.4356484448097,1970.1383895874023,0.1865233621001694,469.4823900771405,83.70999908447266,0.1869943692541818,0.6591129815474264,3443757.6216797004,0.5111686629977339,0.5885399805762382,36.26499995589256,2.073982071342104e-07,0.9300000071525574,342.8237738891571,5575.428061079536,-594.8983914522238,0.9944696740720436,49328.85033886045,0.0,0.9744780029921204,0.0,-33.44780466956181,-3.0370646330631845,310.1539276132692,1600.0,0.9697726460034118,3.851673722349432,0.0,1284.521829729828
510044,25794.570210389586,310701.67643805244,0.0,0.012091604261011,0.0471245946547013,516.1788143825001,0.0847823935238277,0.0,97.9499969482422,28248.17737271903,0.2044248048874909,2.946154287584103e-07,0.615595075239398,283.0150359540222,313.7355946850046,-18729.62663783504,0.7233926128590972,0.0,388.4326948271876,0.0035509841196731,0.0,594.1988602626135,2179.8611068725586,0.1335769568244637,226.2404081908192,83.4953467855648,0.1343139259058381,0.7622435020519835,1778021.7073754985,0.639671682626539,0.4454172366621067,38.50499993562698,0.0028907625581553,0.9300000071525574,258.6240025458492,-2097.0282331205844,-8728.358414215101,0.9967942162088724,90155.24152842374,0.0,0.9845102127528892,0.0,79.23674567512144,-2.1258388645006767,330.70853056344686,2210.0,0.9818857102246024,3.1389606782091186,0.0,46.15663274320814
