NPLV,AR__autocorrelation__lag_4,"AR__change_quantiles__f_agg_""mean""__isabs_True__qh_0.8__ql_0.0","AR__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""",AR__energy_ratio_by_chunks__num_segments_10__segment_focus_7,"CO__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",H2__last_location_of_minimum,"O2__change_quantiles__f_agg_""mean""__isabs_True__qh_0.6__ql_0.0","O2_pressure__fft_coefficient__attr_""abs""__coeff_7","O2_pressure__fft_coefficient__attr_""abs""__coeff_8",O2_pressure__percentage_of_reoccurring_values_to_all_values,CO2__energy_ratio_by_chunks__num_segments_10__segment_focus_8,"O2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.6","CO2__linear_trend__attr_""pvalue""",T фурмы 2__autocorrelation__lag_6,"V__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""max""","T фурмы 2__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8",CO2__sum_values,N2__abs_energy,T__index_mass_quantile__q_0.6,"CO2__fft_coefficient__attr_""abs""__coeff_57","V__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""max""",AR__autocorrelation__lag_1,"CO2__fft_coefficient__attr_""abs""__coeff_0","AR__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""",T__ratio_beyond_r_sigma__r_0.5,"O2__fft_coefficient__attr_""abs""__coeff_53",O2__benford_correlation,"CO2__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.2","CO2__agg_linear_trend__attr_""slope""__chunk_len_50__f_agg_""var""",AR__sum_of_reoccurring_values,O2__ratio_beyond_r_sigma__r_2,"N2__change_quantiles__f_agg_""var""__isabs_False__qh_1.0__ql_0.8",O2__quantile__q_0.7,CO2__skewness,"H2__cwt_coefficients__coeff_8__w_5__widths_(2, 5, 10, 20)","O2_pressure__fft_coefficient__attr_""abs""__coeff_9","O2__change_quantiles__f_agg_""var""__isabs_False__qh_0.6__ql_0.0","O2__change_quantiles__f_agg_""var""__isabs_True__qh_0.6__ql_0.0","T__agg_linear_trend__attr_""slope""__chunk_len_5__f_agg_""mean""",AR__autocorrelation__lag_2,CO__quantile__q_0.2,"CO2__fft_coefficient__attr_""abs""__coeff_18","CO2__fft_coefficient__attr_""real""__coeff_1","CO2__change_quantiles__f_agg_""var""__isabs_False__qh_0.8__ql_0.4","CO2__change_quantiles__f_agg_""var""__isabs_True__qh_0.8__ql_0.4","T__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""mean""","AR__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""",O2__count_below_mean,T фурмы 2__autocorrelation__lag_5,CO__last_location_of_minimum
510018,0.989724126367512,0.0025329047317705,3.181156372703724e-05,0.1282433133164972,0.0024743778072024,1.0,0.0065912562719761,64.50832800734364,103.5236338902522,0.3083164300202839,0.1272757918141816,0.0812640551082097,0.0,0.9996127685389412,2.982771454789588,0.0,49085.761896116994,15455390.47875354,0.5457201285422144,75.58078799162111,5.744886751911825,0.9980584568979964,49085.761896116994,3.2423721315366545e-05,0.9123575810692376,69.80236255781024,0.2889721082952714,0.0195395261766265,-0.0507697127801711,36.93999993801117,0.0029214139643587,0.3671947320287995,4.5,-0.8358296533507384,0.0431710285671169,19.98289655885535,0.0025698146311755,0.0025296304716727,-0.0473618014534946,0.9959779266375296,0.1700000017881393,281.3294550591309,-7383.833392116405,0.0022375401570294,0.0021811008410079,-0.1011510397269576,9.334808003101624e-05,2518.0,0.9997956969114836,0.3070406076541045
510019,0.9904221218542052,0.0021362451824529,2.1568519128515936e-05,0.0930894747689599,0.0027129337951525,0.5021357380161366,0.0040085780585177,129.47275744653277,98.2045236185706,0.303030303030303,0.1706578597797913,0.0662450533860064,9.419374903394762e-281,0.9996127685389412,-4.100964477120394,0.0,67371.8062252203,19693441.457761183,0.6751305173232084,326.30091491174,-7.8293223376950305,0.99812617261149,67371.8062252203,2.2218238853106334e-05,0.8357854769814903,621.5149675182348,0.2776478848640316,0.0169697481424424,0.0027348729210795,35.10999995470047,0.0,0.4119695871574488,4.5,-0.6968433092272615,0.0,70.9947456285959,0.0029480840479417,0.0029347474940994,0.468573521563157,0.995897069804532,0.1899999976158142,1052.9919456100436,12211.49171752394,0.0092231800882351,0.008242207380805,0.9302682952372902,6.406621280138789e-05,3052.0,0.9997956969114836,0.4943046986236354
510020,0.980282349552727,0.0048359929458469,4.5646172460362224e-05,0.1172380041290921,0.0077860089070206,1.0,0.0381506219249705,64.36801824843398,103.9154369913617,0.2879078694817658,0.0281720107257497,0.0402659375221766,4.148911755910468e-21,0.9996127685389412,-5.621667729439594,0.0,42727.16595394216,12116993.913574196,0.5734091717028084,233.68131304011175,-11.312992397355403,0.996656754879553,42727.16595394217,4.68845421289172e-05,0.9025950942054746,728.1703028664533,0.9338401114132286,0.0630357641747929,-0.0790299079318504,39.3999999165535,0.0113757554212584,0.915410808007791,11.5,-0.2505879154933914,0.0172684107835482,51.47764697041969,0.0571368926079653,0.0558214047763411,0.0970983804629324,0.992516857180669,0.209999993443489,1851.1937790599616,-12429.661840888,0.0484146552815238,0.0409671258266104,0.1812446930287276,0.0001357170015806,1549.0,0.9997956969114836,0.7955918947742624
510021,0.9869455267607792,0.0020912651132884,1.796886073411045e-05,0.0895373834531842,0.0027965167861024,0.4657332350773765,0.0262962122168298,63.87541379000797,96.83612338512016,0.3252747252747253,0.2237993381354434,0.0057878157781498,0.0,0.9996127685389412,-5.000649688202975,0.0,57169.68018733205,16636825.761944862,0.64873495455662,260.3794741540652,-9.676998109244645,0.9977241365892487,57169.68018733205,1.865128094065281e-05,0.835912552198477,410.9934755701413,0.486286168375024,0.0249133029447488,-0.0011866849845124,37.79499989748001,0.0,0.2864052302163021,22.989999771118164,-0.0282607233310512,0.0,54.77668324797405,0.0609208895826029,0.0602417717734684,0.34931856552842,0.9950984750183752,0.1599999964237213,1084.109377064312,2297.1872403235893,0.0249133029447488,0.023413993991449,0.6918852796349967,5.3944887641709325e-05,2216.0,0.9997956969114836,0.45885531810366
510022,0.9862439478407204,0.00361360709,3.3690440778396595e-05,0.1271086051431772,0.0025748125337935,0.9980381165919282,0.0750779692537397,75.10682945798635,158.9314239654136,0.3086876155268022,0.0172251123789858,0.0114344960424064,1.0078097072639298e-11,0.9996127685389412,2.1133571053152744,0.0,34882.831334003975,16424317.34598446,0.5714686098654709,282.2988523920037,4.257859512088372,0.9979019543352684,34882.831334003975,3.449804807031917e-05,0.8822869955156951,847.9720434502374,0.928040399415086,0.0284465546475843,-0.0199551497626593,44.949999928474426,0.0,0.7108935464438662,17.520000457763672,0.5109108834803248,0.094976260917762,65.05171921984518,0.1916580097315625,0.1863153367538061,0.1026017454325401,0.9950106115375852,0.118193550282909,2525.8368207732224,-15315.567169670006,0.0279076324737415,0.0248513492265311,0.2052004698501777,9.960440408481328e-05,1524.0,0.9997956969114836,0.8820067264573991
510023,0.9909129710632416,0.0030709159261775,4.882818666977035e-05,0.1299614066824008,0.0042263290309042,1.0,0.0437074890251728,85.49587959208333,76.7105666608906,0.3509615384615384,0.0352400120192654,0.0289886106300534,8.107795818477991e-68,0.9996127685389412,-2.2131844566439587,0.0,28347.72536635988,13765301.421826072,0.5945142101784534,125.21317020420996,-3.944783030567023,0.9986004917664713,28347.72536635988,4.971425911633478e-05,0.8773959021810972,431.1253107673781,0.9257022046089104,0.021121345704607,0.0060103203400687,49.99499979615212,0.0,0.4077630361918811,19.063617861061765,0.6521094664805336,0.0237864229859082,39.29881725577783,0.0833207538166508,0.0814786070897358,0.2188548607453056,0.996789146030324,0.1899999976158142,637.1072788928533,-12321.002479594092,0.0236321928092833,0.0218809882330405,0.437708533258376,0.0001432832438285,1151.0,0.9997956969114836,0.7415730337078652
510024,0.9889331014093444,0.0040591913263579,5.246976958464184e-05,0.1326595959200532,0.0024529126661679,1.0,0.0405541870686867,107.12967347663523,61.75670651190253,0.3573141486810551,0.0132431009575438,0.0196600519179511,1.2164823560056888e-11,0.9996127685389412,-1.7636892399019355,0.0,27647.790543688465,13732961.427104374,0.5932090545938749,172.89975911141207,-3.500239234285276,0.9984405818741996,27647.790543688458,5.362831181663146e-05,0.8628495339547271,870.096061080113,0.9451035307887105,0.0212030202377718,0.0044560151362686,47.91999980807304,0.0,0.4178789266588139,14.210000038146973,0.7250141531487997,0.0,71.86554322209248,0.0791332500687847,0.0775550411306749,0.2094103814527933,0.9957948470100872,0.1800000071525573,673.7994774764269,-11234.478238228883,0.0243997206697889,0.0225411258477628,0.4070028661595046,0.000154519620458,1277.0,0.9997956969114836,0.7879494007989347
510026,0.9889006917765042,0.0036512921316318,5.361429571593933e-05,0.124685730498341,0.0061087281568395,1.0,0.0577682524601471,105.60157390770377,64.97133688689846,0.2860215053763441,0.0392192993935781,0.0299489552004644,9.410896634911881e-30,0.9996127685389412,-4.914935242536482,0.0,30563.1591979413,11906276.86999334,0.5874956339504017,325.66245026034244,-10.294680762263631,0.9982603690500196,30563.15919794129,5.473565304093836e-05,0.8201187565490744,294.6815621040368,0.9033721261140328,0.0575278745978211,0.0164491304700964,49.29999977350235,0.0,0.8241371459633885,13.479999542236328,0.2912883501580723,0.0,82.62038865903206,0.0879985063957241,0.0848832126050604,0.2175112033724028,0.9960683844603088,0.25,1107.2621750216535,-8884.205628210062,0.0514415952431083,0.0446090536284667,0.4208597904088668,0.0001566757318514,1382.0,0.9997956969114836,0.7464198393293748
510027,0.9882157411999508,0.0038642713841053,6.063299562140915e-05,0.1245183717806168,0.007636283625512,1.0,0.0519969690110271,105.16741758131528,94.50313103158447,0.4175824175824176,0.0133003466277406,0.0229539078582219,1.443145786423809e-09,0.9996127685389412,1.3362408126882792,0.0,28424.22013412077,11606754.864904167,0.5718540580789278,115.4017128557273,1.8980498876435647,0.9978889132250937,28424.22013412077,6.179306297076472e-05,0.8306031273268801,145.49281041119698,0.9517447992506204,0.0299724007158861,-0.0005894546756321,45.77999979257584,0.0,1.0030842203717598,15.079999923706056,0.279404745376709,0.0,101.73948702498484,0.0937281945567651,0.0912493242371759,0.0729165441309283,0.9953840178345438,0.2206349183642677,1530.9197546029484,-12298.703682459782,0.0342595092930586,0.0296302429992091,0.1458309235712202,0.0001775119492244,1234.0,0.9997956969114836,0.7483246463142219
510028,0.982401248360098,0.0030738514607086,2.9713847418460787e-05,0.1147915156629853,0.0090221976975976,0.7110132158590308,0.0150345471014122,26.67301128392721,54.90999856403772,0.1710323574730354,0.0652371619367559,0.0772321676634295,3.861949437303603e-98,0.9996127685389412,14.658535640064075,0.0,49946.08098811082,14842993.06012028,0.4599118942731277,111.64359153052716,28.49852842346617,0.9968970286607488,49946.08098811082,3.052448692213561e-05,0.8801762114537445,292.52362481541826,0.4458915798970017,0.0621437722447278,-0.0177971692137107,37.2399999499321,0.0099853157121879,0.8825661177749811,6.75,-0.1745799564905667,-4.32192140497229e-08,76.61230751889134,0.0198253609836699,0.0196061443931118,-0.5331460673928522,0.9933967707363016,0.3400000035762787,1188.899784129522,-13357.570429366013,0.0543454473731779,0.0498947992166353,-1.0694222359603789,8.782222760793348e-05,1627.0,0.9997956969114836,0.7121879588839941
510030,0.9830699634716308,0.0028626491244876,2.636019225089087e-05,0.106335165110454,0.0090195774946968,0.7851990382046486,0.0465277052003215,22.905864103097077,63.335846553948144,0.2808398950131233,0.1440929520049329,0.0147746084088125,0.0,0.9996127685389412,-4.975674058280915,0.0,49615.61979788127,17080224.266950376,0.5955116216938284,317.8366430212647,-9.905557586187284,0.9971332840682768,49615.619797881285,2.708549940060441e-05,0.8405022709056906,888.406616889255,0.7867959916900531,0.0404080852783428,0.039897472574684,44.099999874830246,0.0,0.444890057361381,19.920000076293945,-0.0532249735510115,0.0,100.80365694078375,0.0705814523949023,0.0684442730846036,0.1866342419996657,0.9933747063080192,0.3300000131130218,618.930791659134,-7385.409094857514,0.0560219622049281,0.0500628683196584,0.3663598898494912,7.800168228815332e-05,2154.0,0.9997956969114836,0.7809243921987711
510031,0.9897997188555604,0.00240496869413,2.899353703757368e-05,0.0977622620398256,0.0156974703345245,1.0,0.0386636864755928,121.29882945870446,46.62744076623154,0.4285714285714285,0.0064876290725826,0.0166633564170586,1.5943417693817892e-126,0.9996127685389412,-4.430409363267139,0.0,49020.67002241805,18650016.696730416,0.6035634743875279,219.87406715407857,-8.785122149581543,0.998212636226074,49020.67002241805,2.962926976697864e-05,0.8017817371937639,308.3764816294517,0.7108616119672823,0.025443465989311,0.0088828761358465,45.80999991297722,0.0188072259341747,0.6794344179233214,15.5600004196167,-0.1225538933428366,0.0172684107835482,95.96433163633168,0.0565888379697735,0.0552385478130044,0.1726672405430926,0.9958008964817926,0.3600000143051147,2463.79555840497,-4376.729905502926,0.0363280934263655,0.0330962933785039,0.3400162538960379,8.528768752250237e-05,2305.0,0.9997956969114836,0.7574857708487999
510032,0.983642693550716,0.0039123630916211,3.679769231804788e-05,0.1361669871861405,0.0052831216144855,0.3487407407407408,0.011500682219314,72.50520936883716,122.45467744895036,0.2713178294573643,0.0798247003532757,0.1205090433137262,1.4065255542758236e-221,0.9996127685389412,-12.411938152706815,0.0,39903.25902912038,15737550.855141912,0.5902222222222222,208.3690343361277,-24.856093766242427,0.9975066824216724,39903.25902912038,3.830814024428929e-05,0.7608888888888888,540.1019725049141,0.3053394240870891,0.0260419732911243,-0.0168298284510861,49.21333320935568,0.0,0.2665010484152307,17.933692499307476,0.1558711890343629,-0.0041240629155192,55.61125853148692,0.0114875838449875,0.0113576389616992,0.2516126600545139,0.9934874685266544,0.2599999904632568,1086.346650778978,-11560.578469617114,0.0341532030201767,0.0316656622069901,0.4937582481968651,0.0001115452531392,2213.0,0.9997956969114836,0.3466666666666667
510033,0.9809993210277564,0.0042974793496588,4.178097304141335e-05,0.0741632418724451,0.0080440429630833,0.9694148936170212,0.0414512659546707,123.38661841875064,110.02418492165154,0.3210161662817552,0.0077987408567554,0.0506635402045119,1.4706542855405877e-07,0.9996127685389412,-4.313077944201966,0.0,38895.18388030725,11351084.341900283,0.522938829787234,249.99785488595745,-9.150719896151887,0.9972371757469712,38895.18388030726,4.262322135320632e-05,0.9085771276595744,36.33070504957335,0.9143462715400492,0.0463208111923568,-0.0400756559075188,43.6224999576807,0.0,0.660872892487045,14.039999961853027,-0.0689233782031502,0.10361046470129,44.906494019731824,0.0744019369883415,0.0728026883001,-0.1490893225347172,0.992924089553686,0.270000010728836,976.4860797611716,-16281.35019796886,0.0486669792909531,0.0458086906930701,-0.2981819178773391,0.0001223555333,1754.0,0.9997956969114836,0.8271276595744681
510037,0.9844983080896608,0.0041248564608751,6.275590739736308e-05,0.1207391088550387,0.005092225008152,1.0,0.0493733433409924,103.31525650658232,51.71155105662699,0.4039735099337748,0.0110146788339526,0.0354370538439409,5.143668226819696e-09,0.9996127685389412,-7.52783829377712,0.0,28622.29760288402,11670314.73839904,0.5796324655436447,105.38701504297272,-14.772405132504348,0.9979136268215204,28622.29760288402,6.444434010313176e-05,0.8862940275650842,347.42229856985193,0.953323318695197,0.0605726457787553,-0.0112667426589499,46.57999995350838,0.0,0.5164083141053332,14.460000038146973,0.5399974697846281,0.0,104.38164621812864,0.0976761269549466,0.095301364521837,0.0771922222510376,0.9943137394499222,0.1899999976158142,878.619025441949,-12491.15400660043,0.0728301605535582,0.0660178283106663,0.1394474943413758,0.0001852923124422,1189.0,0.9997956969114836,0.7591883614088821
510040,0.9852623971957268,0.0038105288111668,5.048706817701521e-05,0.1503632883635469,2.535392410856273e-05,0.2679502607300441,0.0021123371176383,68.34768974501632,180.34839531013745,0.3198380566801619,4.10728342564612e-06,0.3199678516438894,0.0110557873566586,0.9996127685389412,6.694705949549708,0.0,27063.36060678961,11667731.23094463,0.5663858804653028,114.95986310797132,11.66840278644458,0.997723886206048,27063.36060678961,5.09624837439994e-05,0.9261933413557962,26.48075686772312,0.9624303981884128,0.0691813793255492,-0.0581422570761439,37.88999995589256,0.0104292017649418,0.0057229813339317,11.611161657037176,0.2420719008457112,0.0451682467920629,44.89452088100525,0.000387456885746,0.0003829964100407,0.0407024056641085,0.9942813272526676,0.0039736262848088,348.8513144478516,-16882.586283232133,0.1152033143591357,0.0998811574839618,0.0644905447019896,0.0001444090892463,1694.0,0.9997956969114836,1.0
