NPLV,продувка_res2_V,продувка_res2_T,продувка_res2_O2,продувка_res2_N2,продувка_res2_H2,продувка_res2_CO2,продувка_res2_CO,продувка_res2_AR,продувка_res2_T фурмы 1,продувка_res2_T фурмы 2,продувка_res2_O2_pressure,продувка_res2_delta
510032,228116.28125,114.76763768349925,6.019999980926514,77.52999877929688,0.1199999973177909,12.579999923706056,2.720000028610229,1.0299999713897705,0.0,0.0,15.625,-2263.4370000000004
510033,229330.75,114.58333587646484,14.991520477311258,79.56645739641313,0.0118201282154569,4.191648653794152,0.2568094235799042,0.9804496739610103,0.0,0.0,15.632429298987756,-2350.4370000000004
510037,229633.359375,128.47222900390625,14.460000038146973,79.55999755859375,0.0,4.71999979019165,0.25,1.0199999809265137,0.0,0.0,15.632234573364258,-1851.4370000000001
510040,231640.703125,139.58334350585938,1.9700000286102293,97.3499984741211,0.1099999994039535,0.050000000745058,0.0,0.5199999809265137,0.0,0.0,14.86545181274414,-1876.4370000000001
510043,230136.828125,123.2638931274414,15.0,83.70999908447266,0.0,0.3700000047683716,0.0299999993294477,0.8899999856948853,0.0,0.0,14.178239822387695,-2293.4370000000004
510044,235210.703125,113.54166412353516,1.4900000095367432,97.9499969482422,0.050000000745058,0.0199999995529651,0.0,0.5,0.0,0.0,14.95225715637207,-2193.4370000000004
510045,229834.890625,123.2638931274414,16.040000915527344,79.76000213623047,0.0,3.0799999237060547,0.1000000014901161,1.0199999809265137,0.0,0.0,14.142072677612305,-2210.4370000000004
510047,223088.59375,126.3888931274414,1.1100000143051147,98.2300033569336,0.0399999991059303,0.1599999964237213,0.0,0.449999988079071,0.0,0.0,15.639467239379885,-2133.4370000000004
510048,225359.796875,110.76388549804688,14.220000267028809,80.30000305175781,0.0299999993294477,4.179999828338623,0.270000010728836,1.0099999904632568,0.0,0.0,14.53993034362793,-2103.4370000000004
510049,222777.078125,125.34722137451172,1.9700000286102293,94.76000213623048,0.1199999973177909,1.2300000190734863,1.3200000524520874,0.6100000143051147,0.0,0.0,14.916088104248049,-2082.4370000000004
510050,228217.75,116.31945037841795,8.609999656677246,87.83000183105469,0.0299999993294477,1.919999957084656,0.9399999976158142,0.6800000071525574,0.0,0.0,14.04079818725586,-2240.4370000000004
510051,227303.03125,118.05554962158205,5.269999980926514,76.66999816894531,0.4300000071525574,6.78000020980835,10.109999656677246,0.7300000190734863,0.0,0.0,13.65017318725586,-2121.4370000000004
510052,221631.140625,123.2638931274414,2.2799999713897705,82.33000183105469,0.449999988079071,4.380000114440918,10.0,0.5600000023841858,0.0,0.0,14.36835344454732,-2006.4370000000001
510053,223813.75,142.7083282470703,8.510000228881836,81.37000274658203,0.050000000745058,8.449999809265137,0.6700000166893005,0.959999978542328,0.0,0.0,14.73524284362793,-1821.4370000000001
510055,222256.953125,106.59722137451172,10.050000190734863,78.08999633789062,0.2000000029802322,2.940000057220459,8.0,0.7300000190734863,0.0,0.0,15.625,-2248.4370000000004
510057,233234.125,77.08333587646484,16.700000762939453,79.37999725341797,0.0,2.690000057220459,0.2399999946355819,0.9900000095367432,0.0,0.0,15.458622932434082,-2742.4370000000004
510058,235800.4375,93.75,10.004868093289828,81.36428833007812,0.0300000006599085,6.874286106654576,0.7800000224794661,0.9669736984528994,0.0,0.0,15.45138931274414,-2336.4370000000004
510059,229128.796875,100.69444274902344,14.609999656677246,76.79000091552734,0.0,7.190000057220459,0.4600000083446502,0.959999978542328,0.0,0.0,15.458622932434082,-2524.4370000000004
510060,233432.53125,92.3611068725586,6.050987759204292,83.07964623829348,0.0399999991059303,9.15082576568459,0.6920906903073494,0.975810818776891,0.0,0.0,15.473090171813965,-2358.4370000000004
510061,230337.90625,104.5138931274414,12.489999771118164,81.66000366210938,0.0099999997764825,4.440000057220459,0.3799999952316284,1.0099999904632568,0.0,0.0,14.142072677612305,-2126.4370000000004
510062,227913.234375,105.55555725097656,0.0,75.44999694824219,0.0299999993294477,21.43000030517578,2.180000066757202,0.9100000262260436,0.0,0.0,13.411458015441896,-2256.4370000000004
510063,232339.140625,96.18055725097656,8.880000114440918,81.33999633789062,0.0,8.399999618530273,0.3799999952316284,0.9900000095367432,0.0,0.0,14.105902671813965,-2673.4370000000004
510064,228623.109375,97.91468845912388,4.861324695561895,80.47876712554864,0.030529800683227,12.793267487953305,0.8362913646182214,0.9998233994637632,0.0,0.0,14.395255088806152,-2224.4370000000004
510066,238630.359375,112.26210664799191,8.0600004196167,82.77999877929688,0.0199999995529651,7.610000133514404,0.5199999809265137,1.0099999904632568,0.0,0.0,15.743900801287312,-1989.4370000000001
510067,234915.28125,86.45833587646484,16.110000610351562,79.7300033569336,0.0,2.9800000190734863,0.1099999994039535,1.0700000524520874,0.0,0.0,15.530960083007812,-2329.4370000000004
510068,233729.8125,95.7325621884704,14.571875305175782,78.92945028128182,0.0080200502448213,5.252055172932178,0.2851378468045017,0.9642250242829324,0.0,0.0,15.571931715669304,-2118.4370000000004
510069,234816.71875,101.91761300780556,16.427190134347963,80.16380108289482,0.0092561983865154,2.2735536197000297,0.1233884253777748,1.004132211700944,0.0,0.0,15.79861068725586,-2042.4370000000001
510070,237658.328125,83.68055725097656,15.894226070901622,79.7578052161878,0.0134146342034539,2.9424391091908317,0.3631304251629373,1.03069561139397,0.0,0.0,15.776909828186035,-2255.4370000000004
510071,238144.828125,96.18055725097656,13.443022888144164,78.39857304560674,0.0015584415236076,6.8344560682464754,0.354663217005952,0.9775129723425356,0.0,0.0,15.742109764453977,-2095.4370000000004
510072,239018.0625,107.28390259179064,16.530000686645508,79.19999694824219,0.0,3.109999895095825,0.1199999973177909,1.0399999618530271,0.0,0.0,15.72571615072397,-2099.4370000000004
510073,233432.53125,104.5138931274414,15.649999618530272,79.4800033569336,0.0,3.5299999713897705,0.270000010728836,1.0700000524520874,0.0,0.0,15.444154739379885,-2013.4370000000001
510074,236192.796875,100.69444274902344,16.770000457763672,79.2300033569336,0.0,2.680000066757202,0.25,1.0700000524520874,0.0,0.0,15.494791984558104,-2149.4370000000004
510075,234619.46875,103.81944274902344,16.75584795932308,79.44999694824219,0.0,3.039999961853028,0.209999993443489,1.0199999809265137,0.0,0.0,15.45138931274414,-2200.4370000000004
510076,233333.34375,107.49780009596768,15.020000457763672,79.36000061035156,0.0066041274321235,3.8899810282866456,0.2838764066776533,1.0700000524520874,0.0,0.0,14.53993034362793,-2111.4370000000004
510077,232836.765625,107.29167175292967,14.75,78.9000015258789,0.0,5.0,0.3100000023841858,1.0399999618530271,0.0,0.0,15.545427322387695,-2076.4370000000004
510078,234125.640625,104.16666412353516,16.579999923706055,79.62999725341797,0.0,2.6700000762939453,0.1400000005960464,0.9800000190734864,0.0,0.0,15.60823228711633,-2262.4370000000004
510079,231640.703125,104.5138931274414,17.739999771118164,79.8499984741211,0.0,1.2699999809265137,0.0900000035762786,1.0399999618530271,0.0,0.0,15.473090171813965,-2218.4370000000004
510080,218792.984375,148.95834350585938,16.290000915527344,79.4000015258789,0.0,3.069999933242798,0.1800000071525573,1.0499999523162842,0.0,0.0,15.473090171813965,-2000.4370000000001
510081,229935.578125,108.33332824707033,5.710000038146973,83.16000366210938,0.0399999991059303,9.25,0.8500000238418579,0.9800000190734864,0.0,0.0,15.480324745178224,-2048.4370000000004
510082,228926.640625,107.29167175292967,6.407741819109235,83.89981628088812,0.0612307694525672,7.641922914064848,1.0431538705499126,0.9797692413513476,0.0,0.0,15.581597328186035,-1962.4370000000001
510083,234915.28125,104.86111450195312,16.649999618530273,78.88999938964844,0.0,3.180000066757202,0.2399999946355819,1.0399999618530271,0.0,0.0,15.480324745178224,-1988.4370000000001
510084,230136.828125,121.18055725097656,15.380000114440918,78.9000015258789,0.0,4.449999809265137,0.209999993443489,1.059999942779541,0.0,0.0,14.80757999420166,-1899.4370000000001
510087,232239.515625,119.44444274902344,15.396651325481278,78.92466522011522,0.0162863535369002,4.347651074129996,0.3181208180101126,1.010223690028692,0.0,0.0,15.523727416992188,-1919.4370000000001
510088,232737.328125,121.875,16.559999465942383,78.58999633789062,0.0,3.569999933242798,0.270000010728836,1.0099999904632568,0.0,0.0,15.458622932434082,-2233.4370000000004
510089,240658.8125,118.75,15.770000457763672,79.33000183105469,0.0,3.5199999809265137,0.3100000023841858,1.0700000524520874,0.0,0.0,15.480324745178224,-2135.4370000000004
510090,242384.0,119.44444274902344,16.520000457763672,79.19999694824219,0.0,3.0,0.2599999904632568,1.0199999809265137,0.0,0.0,15.625,-2133.4370000000004
510091,242956.328125,120.4861068725586,14.770000457763672,78.4000015258789,0.0,5.400000095367432,0.4099999964237213,1.0199999809265137,0.0,0.0,14.43142318725586,-2391.4370000000004
510092,230639.21875,123.95833587646484,15.739999771118164,79.79000091552734,0.0,3.130000114440918,0.3100000023841858,1.0399999618530271,0.0,0.0,13.990161895751951,-2153.4370000000004
510093,227811.640625,102.08333587646484,15.277783632576094,79.46348763346151,0.0009993753680432,3.822061286130449,0.4202560968953024,1.0172516997347467,0.0,0.0,15.458622932434082,-2531.4370000000004
510094,234915.28125,111.1111068725586,14.997919053098933,80.18529097978458,0.0026453488484718,3.624017406640879,0.1645788981111328,1.0153533205289,0.0,0.0,15.596064567565918,-2221.4370000000004
510095,229633.359375,103.81944274902344,17.1200008392334,79.48999786376953,0.0,2.150000095367432,0.209999993443489,1.0299999713897705,0.0,0.0,15.726134951472536,-3037.4370000000004
510096,231640.703125,118.05554962158205,6.926407064473654,79.29108228265368,0.0104175363015966,12.004050328487644,0.7944336367862932,0.998888116482648,0.0,0.0,15.51649284362793,-2128.4370000000004
510097,229128.796875,109.02777862548828,14.539999961853027,77.22000122070312,0.0,6.789999961853027,0.4799999892711639,0.9700000286102296,0.0,0.0,15.523727416992188,-3642.4370000000004
510098,232339.140625,116.31945037841795,14.880000114440918,78.33999633789062,0.0,5.460000038146973,0.3400000035762787,0.9700000286102296,0.0,0.0,15.509260177612305,-2050.4370000000004
510099,223813.75,112.84722137451172,14.43000030517578,79.44000244140625,0.0,4.800000190734863,0.2800000011920929,1.0399999618530271,0.0,0.0,15.51649284362793,-2066.4370000000004
510100,224845.625,113.54166412353516,14.109999656677246,79.33000183105469,0.0,5.329999923706055,0.2399999946355819,0.9900000095367432,0.0,0.0,15.617765426635742,-1993.4370000000001
510101,222569.171875,109.375,14.34000015258789,79.11000061035156,0.0,5.130000114440918,0.449999988079071,0.9800000190734864,0.0,0.0,15.612313823423523,-2109.4370000000004
510102,218898.75,104.86111450195312,1.6399999856948853,97.62999725341795,0.050000000745058,0.1299999952316284,0.0,0.5400000214576721,0.0,0.0,15.523727416992188,-2272.4370000000004
510103,226282.359375,105.55555725097656,0.8799999952316284,80.12999725341797,0.0399999991059303,16.350000381469727,1.6399999856948853,0.959999978542328,0.0,0.0,15.639467239379885,-2057.4370000000004
510104,224536.5625,116.66667175292967,13.710000038146973,78.6500015258789,0.0,6.230000019073486,0.4300000071525574,0.9800000190734864,0.0,0.0,15.58882999420166,-2011.4370000000001
510105,221944.265625,113.19444274902344,15.020000457763672,79.7300033569336,0.0,4.010000228881836,0.2599999904632568,0.9800000190734864,0.0,0.0,15.471819400787354,-1995.4370000000001
510106,227404.828125,113.19444274902344,13.44151066533488,78.63999938964844,0.0,6.989999771118164,0.2899999916553497,0.9700000286102296,0.0,0.0,15.487557411193848,-2021.4370000000001
510107,221422.171875,116.66667175292967,12.5,77.55999755859375,0.0,8.59000015258789,0.4099999964237213,0.9399999976158142,0.0,0.0,15.45138931274414,-2119.4370000000004
510108,221944.265625,102.43055725097656,13.011709604507836,78.55997650015789,0.0077301926224849,6.897473288297142,0.5896574012791574,0.9452991327668868,0.0,0.0,15.473090171813965,-2138.4370000000004
510109,226895.3125,93.40277862548828,0.0,68.41999816894531,0.050000000745058,24.3799991607666,6.300000190734863,0.8500000238418579,0.0,0.0,15.118635177612305,-2494.4370000000004
510110,227099.25,118.05554962158205,15.819302004437114,80.56612986903036,0.0097674416421457,2.4111628865086754,0.1590697654457979,1.0353487937949424,0.0,0.0,15.552461193759685,-1983.4370000000001
510111,217944.953125,143.05555725097656,15.130000114440918,80.45999908447266,0.0,3.0799999237060547,0.2899999916553497,1.0399999618530271,0.0,0.0,14.945022583007812,-1912.4370000000001
510112,226384.640625,117.0138931274414,13.0600004196167,77.41999816894531,0.0,8.039999961853027,0.4600000083446502,1.0099999904632568,0.0,0.0,15.472779038131875,-2061.4370000000004
510114,215273.28125,116.31945037841795,11.279999732971191,77.41000366210938,0.0,9.770000457763672,0.5,1.0299999713897705,0.0,0.0,15.523727416992188,-1966.4370000000001
510115,216880.25,121.875,10.18000030517578,74.91999816894531,0.0,13.460000038146973,0.5,0.9399999976158142,0.0,0.0,15.458622932434082,-1999.4370000000001
510116,219848.4375,121.18055725097656,12.760000228881836,77.02999877929688,0.0,8.779999732971191,0.3799999952316284,1.0399999618530271,0.0,0.0,15.473090171813965,-1867.4370000000001
510117,213762.59375,112.5,15.686281670408713,79.194732054461,0.0024310118627689,3.6913535911369575,0.4010380952448906,1.0336793342338442,0.0,0.0,15.613999928513618,-2007.4370000000001
510118,221735.578125,109.02777862548828,15.920000076293944,80.27999877929688,0.0,2.5999999046325684,0.1099999994039535,1.090000033378601,0.0,0.0,15.561388049144226,-2103.4370000000004
510119,213545.890625,116.31945037841795,15.5600004196167,80.0,0.0,3.150000095367432,0.209999993443489,1.0800000429153442,0.0,0.0,15.422452926635742,-1950.4370000000001
510120,210488.84375,123.2638931274414,15.130000114440918,79.12000274658203,0.0,4.400000095367432,0.2800000011920929,1.0700000524520874,0.0,0.0,15.415220260620115,-1949.4370000000001
510121,214734.984375,137.5,13.4399995803833,78.80999755859375,0.0,6.179999828338623,0.4900000095367431,1.0800000429153442,0.0,0.0,15.444154739379885,-1849.4370000000001
510122,215917.515625,127.08332824707033,8.080754602180336,81.69713628256069,0.0559667661206464,7.968791967297249,1.184603765100803,1.02660374821357,0.0,0.0,15.480324745178224,-1799.4370000000001
510124,217306.75,138.17708511352538,6.159999847412109,80.66999816894531,0.0399999991059303,11.06999969482422,1.059999942779541,1.0,0.0,0.0,15.444154739379885,-1743.4370000000001
510125,216666.671875,139.58334350585938,8.040020677007409,81.31752632759712,0.0427858618295242,10.0600004196167,0.9123492230992308,1.039501149977188,0.0,0.0,15.205439567565918,-1763.4370000000001
510126,208832.734375,118.75,7.116681186392838,81.01210804989464,0.0407894727724947,10.104737281799316,0.7363755276109454,1.046943186672494,0.0,0.0,15.422452926635742,-1923.4370000000001
510128,212459.140625,92.01388549804688,12.43000030517578,75.66999816894531,0.0,9.960000038146973,1.0399999618530271,0.8999999761581421,0.0,0.0,15.58882999420166,-2960.4370000000004
510130,214627.140625,111.1111068725586,16.33276833806719,80.03010415452715,0.0034460752261012,2.4700956164330874,0.1318750005614544,1.0318749626832349,0.0,0.0,15.386284828186035,-2233.4370000000004
510131,213654.28125,123.93277760295123,5.380000114440918,82.87000274658203,0.0299999993294477,9.739999771118164,0.9300000071525574,1.0499999523162842,0.0,0.0,15.704460195592931,-1986.4370000000001
510132,215273.28125,125.0,14.119999885559082,77.72000122070312,0.0,6.820000171661377,0.3499999940395355,0.9900000095367432,0.0,0.0,15.444154739379885,-1976.4370000000001
510133,213654.28125,115.27777862548828,14.350000381469728,79.44000244140625,0.0,4.789999961853027,0.3400000035762787,1.0800000429153442,0.0,0.0,15.480324745178224,-2246.4370000000004
510134,216452.890625,119.44444274902344,1.3700000047683716,97.86000061035156,0.0599999986588954,0.2399999946355819,0.0,0.4799999892711639,0.0,0.0,15.51649284362793,-2032.4370000000001
510135,182700.9375,300.0,13.525792064172046,79.88412372248317,0.0161383281695396,5.124899196349922,0.38930835645721,1.0497406697067129,0.0,0.0,15.487557411193848,-2206.4370000000004
510136,218263.34375,105.90277862548828,14.25,79.36000061035156,0.0,5.130000114440918,0.270000010728836,0.9900000095367432,0.0,0.0,15.473090171813965,-2417.4370000000004
510137,210928.296875,128.81944274902344,11.296619113400686,81.17237966929963,0.0687003612773835,5.717333407015414,0.6856936729706086,1.0745225645400382,0.0,0.0,15.444154739379885,-1819.4370000000001
510138,213220.453125,111.1111068725586,7.101372668945712,82.75663650838416,0.0516256146096243,8.26870249605727,0.8862397126572081,1.001855482413068,0.0,0.0,15.437505952980484,-2346.4370000000004
510139,213437.46875,104.5138931274414,12.31999969482422,81.5199966430664,0.0299999993294477,4.760000228881836,0.2899999916553497,1.0800000429153442,0.0,0.0,15.45138931274414,-2094.4370000000004
510140,211585.734375,107.29167175292967,16.154042027393977,79.769604836227,0.0045624998980201,2.832041593889396,0.2119791666666666,1.0356666145225366,0.0,0.0,15.487557411193848,-2112.4370000000004
510141,212022.875,110.76388549804688,12.390000343322754,81.08999633789062,0.0099999997764825,4.880000114440918,0.550000011920929,1.0800000429153442,0.0,0.0,15.45138931274414,-2111.4370000000004
510142,211038.0,103.125,12.81999969482422,80.62000274658203,0.0,5.010000228881836,0.5,1.059999942779541,0.0,0.0,15.697338104248049,-2267.4370000000004
510143,209386.234375,109.02777862548828,14.869999885559082,80.29000091552734,0.0,3.4800000190734863,0.270000010728836,1.090000033378601,0.0,0.0,15.415220260620115,-2193.4370000000004
510144,216666.671875,118.75,14.1899995803833,78.44999694824219,0.0,5.900000095367432,0.4300000071525574,1.0399999618530271,0.0,0.0,15.444154739379885,-2003.4370000000001
510145,214627.140625,123.2638931274414,15.65999984741211,78.98999786376953,0.0,4.159999847412109,0.1500000059604644,1.0399999618530271,0.0,0.0,15.458622932434082,-2044.4370000000001
510146,209938.265625,114.93055725097656,13.95081465063494,78.2293745139713,0.0003690560598843,6.282494590267233,0.5352161800202371,1.0085116844494912,0.0,0.0,15.444154739379885,-2193.4370000000004
510147,207498.3125,109.02777862548828,15.710029857775089,78.77206381972955,0.0043671264144998,4.087900438348762,0.3575704905110057,1.0669766560098548,0.0,0.0,15.328414916992188,-1949.4370000000001
510148,206939.765625,111.1111068725586,15.024004592823214,79.44804770664017,0.0005308056753393,4.2034694201573375,0.2466045483259633,1.0782344073000696,0.0,0.0,15.473090171813965,-2048.4370000000004
510149,209938.265625,123.61111450195312,14.108965396881104,78.82052059831291,0.0067241376843945,5.632758674950435,0.4077586274722526,1.0237930776744053,0.0,0.0,15.415220260620115,-2029.4370000000001
510151,209827.96875,136.80555725097656,6.488636219900761,81.405400896491,0.0642298470858517,9.968739340615482,1.097607699117402,0.9840271233846888,0.0,0.0,15.480324745178224,-1856.4370000000001
510152,205480.484375,138.88888549804688,2.049999952316284,78.54000091552734,0.050000000745058,16.729999542236328,1.6299999952316284,0.9900000095367432,0.0,0.0,15.473090171813965,-1786.4370000000001
510153,209386.234375,128.125,15.19902396783596,79.91661305380954,0.0021463414154401,3.639088018709363,0.1760975587658765,1.0646341864655655,0.0,0.0,15.473090171813965,-2135.4370000000004
510156,207609.84375,142.42148954971978,0.2800000011920929,82.3499984741211,0.0599999986588954,14.670000076293944,1.649999976158142,0.9800000190734864,0.0,0.0,14.388020515441896,-1877.4370000000001
510157,212132.03125,124.94722219645182,6.713077559890786,79.10079574781291,0.0290586413257973,12.327453962147787,0.8477097317323327,0.9884302716431884,0.0,0.0,14.496527671813965,-1964.4370000000001
510158,213437.46875,148.32654313395795,9.048237131653927,80.5610829946157,0.0398378383368253,8.615675817953573,0.7683243029826397,0.984244588896525,0.0,0.0,15.5160261431048,-1839.4370000000001
510159,216986.9375,129.86111450195312,15.9399995803833,79.80999755859375,0.0,2.869999885559082,0.270000010728836,1.1100000143051147,0.0,0.0,15.46160155101631,-1899.4370000000001
510160,216666.671875,128.125,15.81741582897027,80.15978363825835,0.0031013915807778,2.748946339662222,0.1752683874626994,1.0652684281407958,0.0,0.0,15.458622932434082,-1920.4370000000001
510161,213111.859375,121.32960779081208,15.729999542236328,79.4800033569336,0.0,3.4600000381469727,0.2399999946355819,1.100000023841858,0.0,0.0,15.596064567565918,-2010.4370000000001
510163,208055.375,137.84722900390625,13.270000457763672,80.88999938964844,0.0109979208218022,4.46999979019165,0.2599999904632568,1.100000023841858,0.0,0.0,15.227140426635742,-1786.4370000000001
510164,209054.296875,114.23611450195312,9.979999542236328,75.20999908447266,0.0,13.09000015258789,0.7599999904632568,0.959999978542328,0.0,0.0,15.45138931274414,-2377.4370000000004
510165,213111.859375,124.65277862548828,6.674205195598113,83.25317715375851,0.0821025672249304,7.966871388753255,0.9937948842843374,1.0209743322470248,0.0,0.0,15.45138931274414,-2105.4370000000004
510166,206379.71875,118.88422532709372,10.9561493322716,81.5761489868164,0.0677018625580746,5.684472018887537,0.6621117954668791,1.0634161733692478,0.0,0.0,15.576538538869894,-2005.4370000000001
510167,209827.96875,144.44444274902344,5.21999979019165,83.0999984741211,0.0799999982118606,9.479999542236328,1.090000033378601,1.0299999713897705,0.0,0.0,15.444154739379885,-1690.4370000000001
510168,223192.328125,137.5,15.550000190734863,80.2300033569336,0.0,2.9600000381469727,0.270000010728836,0.9900000095367432,0.0,0.0,15.487557411193848,-1865.4370000000001
510169,224536.5625,110.06944274902344,16.78633181745021,79.71914802713597,0.0017021276215289,2.276023091496648,0.1786100455347635,1.0372200403434428,0.0,0.0,15.480324745178224,-2361.4370000000004
510170,217200.203125,127.43054962158205,14.449999809265137,80.02999877929688,0.0,4.239999771118164,0.2899999916553497,1.0,0.0,0.0,15.473090171813965,-1934.4370000000001
510171,218369.359375,114.93055725097656,16.700000762939453,79.47000122070312,0.0,2.640000104904175,0.1700000017881393,1.0199999809265137,0.0,0.0,15.458622932434082,-2280.4370000000004
510172,214842.75,121.875,15.869999885559082,79.27999877929688,0.0,3.640000104904175,0.1199999973177909,1.090000033378601,0.0,0.0,15.480324745178224,-2214.4370000000004
510174,218475.359375,119.79166412353516,9.100000381469728,81.5,0.050000000745058,7.539999961853027,0.7900000214576721,1.0199999809265137,0.0,0.0,14.445890426635742,-2210.4370000000004
510175,216666.671875,133.68055725097656,7.191461979879376,79.265450712305,0.0256609636566038,11.513219317233023,1.0136702505272015,0.982768281529517,0.0,0.0,13.75337138752361,-1989.4370000000001
510176,213437.46875,116.31945037841795,8.4046105371237,83.3743782683507,0.0392953011351043,6.621258164412224,0.5615436171975312,1.008893536102442,0.0,0.0,15.625,-2123.4370000000004
510177,213003.203125,137.1527862548828,12.43000030517578,81.9000015258789,0.0199999995529651,4.170000076293945,0.4000000059604645,1.090000033378601,0.0,0.0,15.480324745178224,-1801.4370000000001
510178,211476.296875,138.5416717529297,8.972275602603387,82.10149488620415,0.0394610769622875,7.143113952910829,0.6906587006803044,1.0529939582247934,0.0,0.0,13.97569465637207,-1912.4370000000001
510179,215273.28125,140.2777862548828,4.309999942779541,82.91000366210938,0.0399999991059303,10.670000076293944,1.0399999618530271,1.0299999713897705,0.0,0.0,14.576099395751951,-1829.4370000000001
510180,213979.046875,121.875,10.465419676245713,81.86673599740733,0.0275203245881248,6.200488676694873,0.431099049110102,1.020067818533614,0.0,0.0,15.436922073364258,-2091.4370000000004
510181,207051.609375,136.11111450195312,1.9299999475479128,78.33999633789062,0.0199999995529651,17.299999237060547,1.440000057220459,0.9700000286102296,0.0,0.0,15.473090171813965,-1853.4370000000001
510182,211038.0,124.65277862548828,15.489999771118164,79.95999908447266,0.0,3.240000009536743,0.2000000029802322,1.1100000143051147,0.0,0.0,15.480324745178224,-1950.4370000000001
510183,214303.34375,140.625,1.3600000143051147,98.06999969482422,0.0900000035762786,0.0099999997764825,0.0199999995529651,0.4799999892711639,0.0,0.0,14.80757999420166,-1716.4370000000001
510184,213979.046875,145.48611450195312,5.099999904632568,81.81999969482422,0.050000000745058,10.81999969482422,1.2200000286102295,0.9800000190734864,0.0,0.0,15.733152856632154,-1722.4370000000001
