NPLV,w2v_0,w2v_1,w2v_2,w2v_3,w2v_4,w2v_5,w2v_6,w2v_7,w2v_8,w2v_9,w2v_10,w2v_11,w2v_12,w2v_13,w2v_14,w2v_15,w2v_16,w2v_17,w2v_18,w2v_19
510075,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510076,-0.13312212,0.047696844,0.024728477,-0.09614304,0.09927119,-0.030015416,0.04032443,0.34271854,-0.16889773,0.14347826,0.12263146,-0.08532973,-0.030126657,-0.080948934,0.08318523,0.03698831,0.44820696,-0.027908849,-0.27148587,-0.01440709
510077,-0.12535322,0.052818075,0.03690828,-0.09523175,0.10176019,-0.022912897,0.037300754,0.35420123,-0.17692655,0.14536728,0.12585697,-0.08383293,-0.039454784,-0.07599571,0.06450459,0.030386606,0.43515566,-0.033289034,-0.28043526,0.0035336232
510078,-0.12976253,0.05241232,0.021827344,-0.105211236,0.11856954,-0.017262636,0.020548418,0.36992446,-0.17275901,0.15722366,0.10841885,-0.07393376,-0.019863956,-0.0640135,0.062596776,0.02387593,0.43175843,-0.05145946,-0.28656873,0.020772468
510079,-0.12976253,0.05241232,0.021827344,-0.105211236,0.11856954,-0.017262636,0.020548418,0.36992446,-0.17275901,0.15722366,0.10841885,-0.07393376,-0.019863956,-0.0640135,0.062596776,0.02387593,0.43175843,-0.05145946,-0.28656873,0.020772468
510080,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510081,-0.12016572,0.03928903,0.04165727,-0.09643169,0.084334694,-0.044879828,0.054466605,0.36487693,-0.17688474,0.12545331,0.14600189,-0.07020496,-0.026098264,-0.0830094,0.08782959,0.041332178,0.42573386,-0.032911304,-0.26486567,-0.0380963
510082,-0.11971139,0.036091566,0.051456813,-0.07371013,0.080685996,-0.037935186,0.06820807,0.36202022,-0.1893109,0.13036788,0.14733812,-0.09526896,-0.018806066,-0.07726221,0.08792027,0.03851789,0.4294034,-0.037169565,-0.2825494,-0.017736783
510083,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510084,-0.11788412,0.034140456,0.035613466,-0.1014873,0.09493762,-0.04123081,0.062269222,0.38122252,-0.1826772,0.11781456,0.14236155,-0.06776231,-0.0017692337,-0.07887406,0.08336494,0.030610997,0.4153869,-0.04711641,-0.27561238,-0.023327783
510087,-0.1175617,0.032138027,0.019777335,-0.093520015,0.0870665,-0.027452119,0.04597191,0.35714084,-0.17460746,0.13098441,0.12883937,-0.07781374,-0.019520907,-0.074730225,0.07771899,0.035694674,0.433452,-0.03460787,-0.27141035,-0.0031797353
510088,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510089,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510090,-0.118080825,0.03722343,0.027306998,-0.089104146,0.10768997,-0.03254737,0.04459332,0.364232,-0.17728195,0.13342594,0.12511355,-0.07543428,0.0038686832,-0.06845436,0.06886352,0.031115,0.41747,-0.054943196,-0.28649262,0.0029037774
510091,-0.14137547,0.063277744,-0.006610968,-0.12942459,0.123145364,0.001055601,-0.023708418,0.36241516,-0.16269691,0.18802217,0.057912298,-0.05457051,-0.018440725,-0.055620473,0.049737193,0.0112394225,0.42618707,-0.07820082,-0.2995155,0.057915278
510092,-0.12572908,0.04803328,0.026252516,-0.11136213,0.10507566,-0.032510504,0.02944992,0.3689579,-0.16909707,0.14103915,0.12441009,-0.06123105,-0.025831534,-0.07492957,0.0736889,0.032818817,0.42748162,-0.041397806,-0.2691922,-0.014181184
510093,-0.13536483,0.045039255,0.011458325,-0.10043946,0.10584642,-0.032384247,0.028429653,0.3466695,-0.16258386,0.14939336,0.108973466,-0.07899468,-0.011459538,-0.06991904,0.08600027,0.037453905,0.4454121,-0.04180219,-0.2743618,-0.009588765
510094,-0.13265024,0.05884866,0.019674052,-0.09934872,0.11885096,-0.030837005,-0.012087819,0.36483976,-0.1732688,0.1658505,0.10708612,-0.055439077,-0.026036495,-0.0719927,0.04762389,0.029203903,0.45341998,-0.07364495,-0.31955066,0.037272304
510095,-0.12271206,0.04414432,0.016152339,-0.10370991,0.119745985,-0.019423276,0.022668492,0.36593005,-0.17262092,0.14947748,0.1054888,-0.06603147,0.0041327477,-0.063567616,0.057705253,0.02481412,0.4182481,-0.064039245,-0.29145277,0.023670185
510096,-0.12016572,0.03928903,0.04165727,-0.09643169,0.084334694,-0.044879828,0.054466605,0.36487693,-0.17688474,0.12545331,0.14600189,-0.07020496,-0.026098264,-0.0830094,0.08782959,0.041332178,0.42573386,-0.032911304,-0.26486567,-0.0380963
510097,-0.1271686,0.041722424,0.016953431,-0.102943644,0.11137617,-0.02282209,0.033227704,0.36278623,-0.17575355,0.14623067,0.10531757,-0.06818344,0.013539365,-0.0685434,0.073375866,0.02994903,0.424455,-0.065666124,-0.29208308,0.011700557
510098,-0.12362949,0.041252352,0.030709669,-0.092170775,0.09479555,-0.026140155,0.040629603,0.36252463,-0.18119863,0.14522564,0.12000982,-0.078590184,-0.012044007,-0.070778646,0.07397702,0.032569006,0.43317258,-0.052147843,-0.2899902,0.0033602193
510099,-0.124928035,0.038228594,0.042788714,-0.08608586,0.084232934,-0.03183375,0.06289941,0.3700619,-0.18859053,0.14176595,0.14460377,-0.08718105,-0.026225284,-0.08114998,0.0830659,0.038375985,0.44668204,-0.048551228,-0.28854522,-0.004381556
510100,-0.11978156,0.04170875,0.034227863,-0.09275615,0.09520884,-0.030138627,0.04899851,0.36739194,-0.17685509,0.1478382,0.12523375,-0.08233914,-0.020956848,-0.066112205,0.07357833,0.038290076,0.4259778,-0.0426086,-0.27666402,-0.000920085
510101,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510102,-0.13112023,0.056165285,0.012210838,-0.1139752,0.12149305,-0.011972836,0.0035662139,0.36147755,-0.16652904,0.16667522,0.09233934,-0.06690829,-0.017250506,-0.05930726,0.05483158,0.023889579,0.43064725,-0.058716826,-0.28955734,0.030931085
510103,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510104,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510105,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510106,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510107,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510108,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510109,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510110,-0.109732546,0.020218434,0.035122808,-0.07865919,0.048710678,-0.036746163,0.06481923,0.37422282,-0.1860492,0.11573565,0.15600486,-0.07830273,-0.043328147,-0.08812666,0.089430586,0.043167613,0.451389,-0.037606858,-0.28663483,-0.0037580784
510111,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510112,-0.1175617,0.032138027,0.019777335,-0.093520015,0.0870665,-0.027452119,0.04597191,0.35714084,-0.17460746,0.13098441,0.12883937,-0.07781374,-0.019520907,-0.074730225,0.07771899,0.035694674,0.433452,-0.03460787,-0.27141035,-0.0031797353
510114,-0.12402168,0.05052454,0.038700774,-0.106458895,0.09854326,-0.030134657,0.04128801,0.3637687,-0.17504907,0.13558814,0.13721049,-0.06855298,-0.04370021,-0.08568111,0.07155783,0.032610726,0.43127263,-0.027526932,-0.26660347,-0.018744368
510115,-0.12402168,0.05052454,0.03870078,-0.106458895,0.09854326,-0.030134657,0.04128801,0.3637687,-0.17504907,0.13558814,0.13721049,-0.06855298,-0.04370021,-0.08568111,0.07155783,0.032610726,0.43127263,-0.027526932,-0.26660347,-0.018744368
510116,-0.12725057,0.050314456,0.023569977,-0.09973974,0.10890192,-0.024985874,0.024473568,0.35911682,-0.17071989,0.15177017,0.11154694,-0.07700839,-0.02020398,-0.06396687,0.06632803,0.030468695,0.4313704,-0.04838697,-0.2840503,0.009774388
510117,-0.13403149,0.043718826,0.019930687,-0.113187216,0.09851111,-0.03601538,0.039307933,0.3656622,-0.16907266,0.1412111,0.12516709,-0.06866648,-0.018807532,-0.084417015,0.09297323,0.038874537,0.44544476,-0.037185967,-0.26603198,-0.029231342
510118,-0.099909425,0.013691314,0.016779842,-0.08960353,0.08579755,-0.037091725,0.038998988,0.3714753,-0.18179695,0.118051074,0.14540753,-0.05360697,-0.0058651865,-0.086600766,0.07769572,0.045107167,0.43529642,-0.05699375,-0.28711098,0.003735364
510119,-0.12602407,0.045605652,0.032753125,-0.11162911,0.095306434,-0.0349919,0.045366988,0.3776196,-0.17714399,0.13325326,0.13126057,-0.06873527,-0.023480374,-0.07546405,0.081916794,0.030008504,0.42762706,-0.040853832,-0.2728369,-0.018677883
510120,-0.12711051,0.042752475,0.023077017,-0.09828322,0.1043262,-0.025231304,0.034889173,0.36380705,-0.17541113,0.14883187,0.12154411,-0.08095146,-0.019698216,-0.07102269,0.07520359,0.032601766,0.44297475,-0.039116606,-0.27863866,-0.0017608401
510121,-0.12684086,0.046357695,0.031860277,-0.1012377,0.09381405,-0.024306204,0.04097057,0.36660787,-0.18176976,0.14618714,0.116757885,-0.08310604,-0.014491626,-0.06608347,0.07491131,0.027900496,0.4294453,-0.051671527,-0.29079685,0.0077219615
510122,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510124,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510125,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510126,-0.121507175,0.0412715,0.039691847,-0.0820825,0.08722607,-0.037163775,0.050566256,0.35333848,-0.17929567,0.13660409,0.13284342,-0.08887719,-0.019685829,-0.07105773,0.08042722,0.039254423,0.43005332,-0.04029274,-0.28153726,-0.012426722
510128,-0.13309464,0.04740007,0.022209555,-0.0900509,0.083514675,-0.03537474,0.03228526,0.35523584,-0.17457476,0.14886475,0.10560582,-0.0819557,-0.028367927,-0.06905653,0.08448807,0.027232533,0.42671716,-0.05293887,-0.28587615,0.0010075294
