NPLV,продувка_res_V,продувка_res_T,продувка_res_O2,продувка_res_N2,продувка_res_H2,продувка_res_CO2,продувка_res_CO,продувка_res_AR,продувка_res_T фурмы 1,продувка_res_T фурмы 2,продувка_res_O2_pressure,продувка_res_delta
510027,230337.90625,762.1527709960938,1.1200000047683716,75.81999969482422,0.0299999993294477,19.270000457763672,2.7799999713897705,0.9900000095367432,0.0,0.0,15.762442588806152,0.5630000000000001
510028,223606.796875,843.75,0.0,65.26000213623047,0.0900000035762786,26.18000030517578,7.570000171661377,0.8999999761581421,0.0,0.0,15.805845260620115,0.5630000000000001
510030,229330.75,817.3611450195312,0.0,64.08999633789062,0.0700000002980232,26.21999931335449,8.670000076293945,0.9399999976158142,0.0,0.0,15.747974395751951,0.5630000000000001
510031,221526.6875,821.875,0.0,53.2599983215332,0.1899999976158142,22.729999542236328,23.020000457763672,0.7900000214576721,0.0,0.0,15.776909828186035,0.5630000000000001
510032,226895.3125,702.7777709960938,6.019999980926514,77.52999877929688,0.1199999973177909,12.579999923706056,2.720000028610229,1.0299999713897705,0.0,0.0,15.769675254821776,0.5630000000000001
510033,220689.15625,852.0833129882812,0.0,39.369998931884766,0.9700000286102296,20.040000915527344,38.970001220703125,0.6499999761581421,0.0,0.0,15.71180534362793,0.5630000000000001
510037,227201.171875,788.8888549804688,0.0,71.7699966430664,0.1299999952316284,24.170000076293945,2.9600000381469727,0.9800000190734864,0.0,0.0,15.73350715637207,0.5630000000000001
510040,239984.5625,845.4861450195312,0.0,63.84000015258789,0.3300000131130218,27.420000076293945,7.53000020980835,0.8799999952316284,0.0,0.0,15.530960083007812,0.5630000000000001
510043,248047.921875,793.4027709960938,0.0,58.709999084472656,0.8899999856948853,24.670000076293945,14.90999984741211,0.8299999833106995,0.0,0.0,13.252314567565918,0.5630000000000001
510044,239598.4375,655.2083129882812,0.0,44.65999984741211,1.4500000476837158,19.799999237060547,33.43000030517578,0.6600000262260437,0.0,0.0,13.8671875,0.5630000000000001
510045,235407.453125,845.1388549804688,7.840000152587891,80.13999938964844,0.0299999993294477,10.43000030517578,0.5799999833106995,0.9900000095367432,0.0,0.0,13.324652671813965,0.5630000000000001
510047,232836.765625,801.0416259765625,9.460000038146973,80.0999984741211,0.0099999997764825,8.869999885559082,0.550000011920929,0.9900000095367432,0.0,0.0,14.6484375,0.5630000000000001
510048,235800.4375,672.2222290039062,14.220000267028809,80.30000305175781,0.0299999993294477,4.179999828338623,0.270000010728836,1.0099999904632568,0.0,0.0,14.076967239379885,0.5630000000000001
510049,234323.28125,798.2638549804688,8.930000305175781,79.9000015258789,0.0199999995529651,9.619999885559082,0.550000011920929,0.9800000190734864,0.0,0.0,13.252314567565918,0.5630000000000001
510050,221526.6875,577.7777709960938,14.010000228881836,79.63999938964844,0.0199999995529651,5.150000095367432,0.1700000017881393,1.0199999809265137,0.0,0.0,13.38975715637207,0.5630000000000001
510051,219848.4375,592.7083129882812,13.420000076293944,80.27999877929688,0.0399999991059303,4.929999828338623,0.3199999928474426,1.0,0.0,0.0,14.02632999420166,0.5630000000000001
510052,223503.25,647.2222290039062,12.56999969482422,80.3499984741211,0.0599999986588954,5.739999771118164,0.3000000119209289,0.9900000095367432,0.0,0.0,13.288484573364258,0.5630000000000001
510053,225359.796875,833.6805419921875,8.510000228881836,81.37000274658203,0.050000000745058,8.449999809265137,0.6700000166893005,0.959999978542328,0.0,0.0,13.411458015441896,0.5630000000000001
510055,221631.140625,724.6527709960938,5.869999885559082,75.30000305175781,0.1500000059604644,11.4399995803833,6.320000171661377,0.9200000166893004,0.0,0.0,15.082465171813965,0.5630000000000001
510057,229834.890625,672.5693969726562,13.869999885559082,78.5199966430664,0.0099999997764825,6.159999847412109,0.4900000095367431,0.959999978542328,0.0,0.0,15.509260177612305,0.5630000000000001
510058,228926.640625,789.9306030273438,8.529999732971191,81.55000305175781,0.0099999997764825,8.020000457763672,0.9100000262260436,0.9800000190734864,0.0,0.0,15.653935432434082,0.5630000000000001
510059,230237.390625,879.1666870117188,1.7000000476837158,78.79000091552734,0.0199999995529651,17.110000610351562,1.4299999475479126,0.949999988079071,0.0,0.0,15.545427322387695,0.5630000000000001
510060,228926.640625,801.0416259765625,5.369999885559082,83.23999786376953,0.0399999991059303,9.640000343322754,0.7200000286102295,0.9900000095367432,0.0,0.0,15.545427322387695,0.5630000000000001
510061,231340.6875,705.5556030273438,12.489999771118164,81.66000366210938,0.0099999997764825,4.440000057220459,0.3799999952316284,1.0099999904632568,0.0,0.0,15.79861068725586,0.5630000000000001
510062,230639.21875,869.4443969726562,0.0,75.44999694824219,0.0299999993294477,21.43000030517578,2.180000066757202,0.9100000262260436,0.0,0.0,14.17100715637207,0.5630000000000001
510063,229734.140625,797.5694580078125,8.880000114440918,81.33999633789062,0.0,8.399999618530273,0.3799999952316284,0.9900000095367432,0.0,0.0,14.322916984558104,0.5630000000000001
510064,233134.84375,842.3611450195312,4.800000190734863,80.4800033569336,0.0299999993294477,12.850000381469728,0.8399999737739563,1.0,0.0,0.0,14.250577926635742,0.5630000000000001
510066,235898.609375,800.0,8.0600004196167,82.77999877929688,0.0199999995529651,7.610000133514404,0.5199999809265137,1.0099999904632568,0.0,0.0,15.697338104248049,0.5630000000000001
510067,235112.265625,852.4305419921875,1.0399999618530271,81.33999633789062,0.0299999993294477,15.460000038146973,1.1399999856948853,1.0,0.0,0.0,15.697338104248049,0.5630000000000001
510068,234323.28125,786.1111450195312,7.190000057220459,83.51000213623047,0.0299999993294477,7.710000038146973,0.5400000214576721,1.0099999904632568,0.0,0.0,15.73350715637207,0.5630000000000001
510069,232836.765625,854.1666870117188,2.150000095367432,79.97000122070312,0.0299999993294477,15.479999542236328,1.409999966621399,0.949999988079071,0.0,0.0,15.740739822387695,0.5630000000000001
510070,239211.671875,866.3194580078125,2.369999885559082,82.95999908447266,0.050000000745058,12.140000343322754,1.4800000190734863,0.9900000095367432,0.0,0.0,15.73350715637207,0.5630000000000001
510071,239211.671875,824.3055419921875,5.119999885559082,82.98999786376953,0.050000000745058,9.9399995803833,0.9300000071525574,0.9800000190734864,0.0,0.0,15.704572677612305,0.5630000000000001
510072,239791.578125,852.0833129882812,0.8899999856948853,80.5199966430664,0.0199999995529651,16.510000228881836,1.0700000524520874,0.9900000095367432,0.0,0.0,15.740739822387695,0.5630000000000001
510073,242574.9375,874.6527709960938,4.070000171661377,80.6500015258789,0.0199999995529651,13.06999969482422,1.2000000476837158,0.9900000095367432,0.0,0.0,15.523727416992188,0.5630000000000001
510074,235210.703125,839.9305419921875,6.070000171661377,81.20999908447266,0.0099999997764825,10.989999771118164,0.7400000095367432,0.9900000095367432,0.0,0.0,15.480324745178224,0.5630000000000001
510075,233630.78125,823.6111450195312,7.769999980926514,81.66000366210938,0.0199999995529651,8.979999542236328,0.5600000023841858,1.0099999904632568,0.0,0.0,15.494791984558104,0.5630000000000001
510076,241235.25,814.9305419921875,3.75,81.72000122070312,0.0299999993294477,12.390000343322754,1.1100000143051147,0.9900000095367432,0.0,0.0,15.740739822387695,0.5630000000000001
510077,233828.828125,742.0138549804688,8.279999732971191,82.68000030517578,0.0422580637518436,7.28000020980835,0.6600000262260437,1.0584552278363608,0.0,0.0,15.704572677612305,0.5630000000000001
510078,234224.484375,809.375,4.730000019073486,83.11000061035156,0.0299999993294477,10.15999984741211,0.9800000190734864,0.9900000095367432,0.0,0.0,15.740739822387695,0.5630000000000001
510079,234915.28125,835.7638549804688,0.5699999928474426,80.08000183105469,0.0299999993294477,16.809999465942383,1.5700000524520874,0.9399999976158142,0.0,0.0,15.559895515441896,0.5630000000000001
510080,234224.484375,842.7083129882812,0.0299999993294477,80.44000244140625,0.0199999995529651,16.6299991607666,1.909999966621399,0.9700000286102296,0.0,0.0,15.552661895751951,0.5630000000000001
510081,229229.78125,817.3611450195312,5.730000019073486,83.08999633789062,0.0399999991059303,9.18000030517578,0.9800000190734864,0.9800000190734864,0.0,0.0,15.596064567565918,0.5630000000000001
510082,225770.28125,807.9861450195312,3.450000047683716,84.44000244140625,0.0599999986588954,9.850000381469728,1.2200000286102295,0.9900000095367432,0.0,0.0,15.726272583007812,0.5630000000000001
510083,234816.71875,812.5,4.960000038146973,83.2300033569336,0.0399999991059303,9.920000076293944,0.8700000047683716,0.9800000190734864,0.0,0.0,15.769675254821776,0.5630000000000001
510084,233134.84375,772.5694580078125,9.0600004196167,81.47000122070312,0.0399999991059303,7.820000171661377,0.6299999952316284,0.9900000095367432,0.0,0.0,15.697338104248049,0.5630000000000001
510087,235800.4375,809.375,7.329999923706055,80.04000091552734,0.0199999995529651,10.56999969482422,1.0499999523162842,0.9800000190734864,0.0,0.0,15.530960083007812,0.5630000000000001
510088,234323.28125,887.5,0.0,74.25,0.0099999997764825,22.549999237060547,2.309999942779541,0.8799999952316284,0.0,0.0,15.675637245178224,0.5630000000000001
510089,239211.671875,861.1111450195312,2.539999961853028,80.80000305175781,0.0199999995529651,14.210000038146973,1.4600000381469729,0.9700000286102296,0.0,0.0,15.617765426635742,0.5630000000000001
510090,242384.0,872.2222290039062,0.9200000166893004,79.9800033569336,0.0299999993294477,16.850000381469727,1.2599999904632568,0.959999978542328,0.0,0.0,15.726272583007812,0.5630000000000001
510091,238630.359375,893.75,0.0,70.66999816894531,0.050000000745058,24.399999618530277,3.9800000190734863,0.8999999761581421,0.0,0.0,15.726272583007812,0.5630000000000001
510092,238339.15625,868.4027709960938,1.309999942779541,76.7300033569336,0.0199999995529651,19.350000381469727,1.6699999570846558,0.9200000166893004,0.0,0.0,15.415220260620115,0.5630000000000001
510093,230639.21875,808.6806030273438,0.4900000095367431,72.8499984741211,0.0199999995529651,23.82999992370605,1.899999976158142,0.9100000262260436,0.0,0.0,15.675637245178224,0.5630000000000001
510094,230839.84375,871.1805419921875,0.0,75.72000122070312,0.0399999991059303,21.3799991607666,1.940000057220459,0.9200000166893004,0.0,0.0,15.704572677612305,0.5630000000000001
510095,230136.828125,868.0555419921875,2.240000009536743,81.05999755859375,0.0299999993294477,14.100000381469728,1.6200000047683716,0.949999988079071,0.0,0.0,15.596064567565918,0.5630000000000001
510096,235604.03125,831.5972290039062,6.659999847412109,79.2699966430664,0.0099999997764825,12.260000228881836,0.8100000023841858,1.0,0.0,0.0,15.523727416992188,0.5630000000000001
510097,223813.75,732.2916870117188,8.920000076293945,76.63999938964844,0.0,12.829999923706056,0.6399999856948853,0.9700000286102296,0.0,0.0,15.552661895751951,0.5630000000000001
510098,227099.25,862.8472290039062,0.0,69.05999755859375,0.1000000014901161,24.8700008392334,5.119999885559082,0.8500000238418579,0.0,0.0,15.740739822387695,0.5630000000000001
510099,226895.3125,850.3472290039062,0.0,74.55000305175781,0.0700000002980232,21.84000015258789,2.640000104904175,0.9100000262260436,0.0,0.0,15.747974395751951,0.5630000000000001
510100,229229.78125,833.6805419921875,0.0,75.69999694824219,0.050000000745058,20.43000030517578,2.9100000858306885,0.9100000262260436,0.0,0.0,15.740739822387695,0.5630000000000001
510101,225770.28125,812.5,0.0,76.3499984741211,0.050000000745058,19.450000762939453,3.25,0.8999999761581421,0.0,0.0,15.71180534362793,0.5630000000000001
510102,227099.25,817.3611450195312,0.0,72.37999725341797,0.0399999991059303,22.950000762939453,3.75,0.8799999952316284,0.0,0.0,15.740739822387695,0.5630000000000001
510103,233729.8125,854.1666870117188,0.8799999952316284,80.12999725341797,0.0399999991059303,16.350000381469727,1.6399999856948853,0.959999978542328,0.0,0.0,15.726272583007812,0.5630000000000001
510104,226077.671875,864.5833129882812,0.0,77.37000274658203,0.0700000002980232,18.82999992370605,2.789999961853028,0.9399999976158142,0.0,0.0,15.71180534362793,0.5630000000000001
510105,226384.640625,717.013916015625,9.06999969482422,80.23999786376953,0.0299999993294477,8.970000267028809,0.7099999785423279,0.9900000095367432,0.0,0.0,15.697338104248049,0.5630000000000001
510106,231340.6875,811.111083984375,3.440000057220459,81.33000183105469,0.0700000002980232,12.859999656677246,1.3300000429153442,0.9800000190734864,0.0,0.0,15.740739822387695,0.5630000000000001
510107,231740.59375,856.5972290039062,0.0,76.02999877929688,0.0599999986588954,19.82999992370605,3.1700000762939453,0.9100000262260436,0.0,0.0,15.71180534362793,0.5630000000000001
510108,225667.734375,623.9583740234375,11.600000381469728,80.30999755859375,0.0199999995529651,6.710000038146973,0.3300000131130218,1.0199999809265137,0.0,0.0,15.697338104248049,0.5630000000000001
510109,223088.59375,863.1944580078125,0.0,68.41999816894531,0.050000000745058,24.3799991607666,6.300000190734863,0.8500000238418579,0.0,0.0,15.726272583007812,0.5630000000000001
510110,228926.640625,856.5972290039062,0.0,80.22000122070312,0.0799999982118606,17.049999237060547,1.6799999475479126,0.9800000190734864,0.0,0.0,15.726272583007812,0.5630000000000001
510111,222465.15625,654.8611450195312,10.760000228881836,82.19000244140625,0.0299999993294477,5.539999961853027,0.4099999964237213,1.0700000524520874,0.0,0.0,15.73350715637207,0.5630000000000001
510112,221108.3125,636.8055419921875,9.619999885559082,81.7300033569336,0.0299999993294477,6.820000171661377,0.7400000095367432,1.059999942779541,0.0,0.0,15.494791984558104,0.5630000000000001
510114,226895.3125,677.7777709960938,9.210000038146973,81.97000122070312,0.0399999991059303,7.079999923706055,0.6399999856948853,1.059999942779541,0.0,0.0,15.668402671813965,0.5630000000000001
510115,221003.609375,795.4861450195312,4.130000114440918,81.36000061035156,0.0700000002980232,12.329999923706056,1.1299999952316284,0.9800000190734864,0.0,0.0,15.78414249420166,0.5630000000000001
510116,222256.953125,748.6111450195312,7.28000020980835,82.16000366210938,0.0700000002980232,8.420000076293945,1.0199999809265137,1.0499999523162842,0.0,0.0,15.545427322387695,0.5630000000000001
510117,224639.625,754.1666259765625,6.929999828338623,81.7699966430664,0.050000000745058,9.0,1.2200000286102295,1.0299999713897705,0.0,0.0,15.690104484558104,0.5630000000000001
510118,227710.015625,823.2638549804688,0.0,79.41999816894531,0.0700000002980232,16.399999618530273,3.130000114440918,0.9800000190734864,0.0,0.0,15.690104484558104,0.5630000000000001
510119,223813.75,742.7083129882812,7.800000190734863,81.58000183105469,0.0399999991059303,8.720000267028809,0.8100000023841858,1.0499999523162842,0.0,0.0,15.487557411193848,0.5630000000000001
510120,227303.03125,830.2083740234375,0.0,77.41000366210938,0.0598734163832438,18.549999237060547,3.0199999809265137,0.959999978542328,0.0,0.0,15.726272583007812,0.5630000000000001
510121,226384.640625,818.4027709960938,0.4600000083446502,80.77999877929688,0.0900000035762786,15.390000343322754,2.2799999713897705,1.0,0.0,0.0,15.690104484558104,0.5630000000000001
510122,221526.6875,765.9722290039062,6.599999904632568,82.52999877929688,0.0599999986588954,8.520000457763672,1.2599999904632568,1.0299999713897705,0.0,0.0,15.422452926635742,0.5630000000000001
510124,218475.359375,788.1944580078125,6.159999847412109,80.66999816894531,0.0399999991059303,11.06999969482422,1.059999942779541,1.0,0.0,0.0,15.726272583007812,0.5630000000000001
510125,220164.078125,781.25,6.309999942779541,81.5,0.0399999991059303,10.0600004196167,1.059999942779541,1.0399999618530271,0.0,0.0,15.480324745178224,0.5630000000000001
510126,220374.28125,746.875,6.579999923706055,81.05000305175781,0.0399999991059303,10.520000457763672,0.7699999809265137,1.0499999523162842,0.0,0.0,15.675637245178224,0.5630000000000001
510128,224845.625,840.9722290039062,0.0,79.43000030517578,0.0299999993294477,17.739999771118164,1.8600000143051147,0.9300000071525574,0.0,0.0,15.71180534362793,0.5630000000000001
510130,222673.15625,812.1527709960938,2.990000009536743,80.18000030517578,0.0700000002980232,14.350000381469728,1.440000057220459,0.9800000190734864,0.0,0.0,15.675637245178224,0.5630000000000001
510131,222673.15625,796.875,5.380000114440918,82.87000274658203,0.0299999993294477,9.739999771118164,0.9300000071525574,1.0499999523162842,0.0,0.0,15.704572677612305,0.5630000000000001
510132,216238.875,818.4027709960938,4.800000190734863,81.56999969482422,0.050000000745058,11.43000030517578,1.1299999952316284,1.0099999904632568,0.0,0.0,15.747974395751951,0.5630000000000001
510133,218263.34375,746.5277709960938,6.699999809265137,81.3499984741211,0.0799999982118606,9.970000267028809,0.8700000047683716,1.0499999523162842,0.0,0.0,14.286747932434082,0.5630000000000001
510134,221212.984375,702.0833129882812,8.619999885559082,81.83999633789062,0.050000000745058,7.699999809265137,0.7400000095367432,1.059999942779541,0.0,0.0,15.776909828186035,0.5630000000000001
510135,213762.59375,656.9444580078125,10.510000228881836,81.75,0.050000000745058,6.130000114440918,0.5,1.0700000524520874,0.0,0.0,15.726272583007812,0.5630000000000001
510136,216986.9375,842.0138549804688,0.0,79.5199966430664,0.0799999982118606,17.260000228881836,2.130000114440918,1.0099999904632568,0.0,0.0,15.697338104248049,0.5630000000000001
510137,217944.953125,671.5277709960938,11.020000457763672,81.19999694824219,0.0700000002980232,5.920000076293945,0.7099999785423279,1.0800000429153442,0.0,0.0,15.494791984558104,0.5630000000000001
510138,216131.8125,798.2638549804688,5.130000114440918,83.16000366210938,0.0599999986588954,9.609999656677246,1.0299999713897705,1.0199999809265137,0.0,0.0,15.509260177612305,0.5630000000000001
510139,215917.515625,593.75,12.31999969482422,81.5199966430664,0.0299999993294477,4.760000228881836,0.2899999916553497,1.0800000429153442,0.0,0.0,15.690104484558104,0.5630000000000001
510140,215165.734375,577.0833740234375,12.380000114440918,80.7300033569336,0.0199999995529651,5.210000038146973,0.6000000238418579,1.059999942779541,0.0,0.0,15.704572677612305,0.5630000000000001
510141,215165.734375,590.9722290039062,12.390000343322754,81.08999633789062,0.0099999997764825,4.880000114440918,0.550000011920929,1.0800000429153442,0.0,0.0,15.71180534362793,0.5630000000000001
510142,212132.03125,568.4027709960938,12.81999969482422,80.62000274658203,0.0,5.010000228881836,0.5,1.059999942779541,0.0,0.0,15.71180534362793,0.5630000000000001
510143,217200.203125,612.5,11.460000038146973,81.23999786376953,0.0199999995529651,5.570000171661377,0.6200000047683716,1.090000033378601,0.0,0.0,15.73350715637207,0.5630000000000001
510144,219953.703125,840.625,0.0,76.83000183105469,0.0399999991059303,18.81999969482422,3.380000114440918,0.9300000071525574,0.0,0.0,15.473090171813965,0.5630000000000001
510145,221735.578125,836.8056030273438,0.0,71.7300033569336,0.0799999982118606,22.63999938964844,4.639999866485596,0.9100000262260436,0.0,0.0,15.675637245178224,0.5630000000000001
510146,221422.171875,825.3472290039062,0.0,64.6500015258789,0.1000000014901161,24.489999771118164,9.920000076293944,0.8399999737739563,0.0,0.0,15.487557411193848,0.5630000000000001
510147,226793.265625,835.0694580078125,0.699999988079071,78.76000213623047,0.0700000002980232,17.219999313354492,2.2799999713897705,0.9700000286102296,0.0,0.0,15.639467239379885,0.5630000000000001
510148,223503.25,800.6944580078125,5.010000228881836,81.83000183105469,0.050000000745058,10.539999961853027,1.5700000524520874,1.0,0.0,0.0,15.726272583007812,0.5630000000000001
510149,219426.875,831.9443969726562,0.5600000023841858,76.83999633789062,0.0399999991059303,19.299999237060547,2.289999961853028,0.959999978542328,0.0,0.0,15.740739822387695,0.5630000000000001
510151,219426.875,781.9444580078125,5.369999885559082,81.48999786376953,0.0599999986588954,10.890000343322754,1.2000000476837158,0.9900000095367432,0.0,0.0,15.726272583007812,0.5630000000000001
510152,221631.140625,825.3472290039062,2.049999952316284,78.54000091552734,0.050000000745058,16.729999542236328,1.6299999952316284,0.9900000095367432,0.0,0.0,15.690104484558104,0.5630000000000001
510153,225257.0625,855.5556030273438,0.4900000095367431,80.9000015258789,0.0399999991059303,16.209999084472656,1.350000023841858,1.0099999904632568,0.0,0.0,15.653935432434082,0.5630000000000001
510156,214842.75,820.138916015625,0.2800000011920929,82.3499984741211,0.0599999986588954,14.670000076293944,1.649999976158142,0.9800000190734864,0.0,0.0,12.340856552124023,0.5630000000000001
510157,212568.0625,762.1527709960938,5.909999847412109,79.4800033569336,0.0299999993294477,12.720000267028809,0.8700000047683716,0.9900000095367432,0.0,0.0,12.847222328186035,0.5630000000000001
510158,213545.890625,757.6388549804688,5.699999809265137,80.6500015258789,0.050000000745058,11.550000190734863,1.0299999713897705,1.0199999809265137,0.0,0.0,15.545427322387695,0.5630000000000001
510159,214195.296875,849.6527709960938,0.0,76.0199966430664,0.0399999991059303,20.01000022888184,2.950000047683716,0.9900000095367432,0.0,0.0,15.697338104248049,0.5630000000000001
510160,218475.359375,853.125,0.2300000041723251,83.0199966430664,0.0599999986588954,14.050000190734863,1.590000033378601,1.059999942779541,0.0,0.0,15.704572677612305,0.5630000000000001
510161,224845.625,838.888916015625,0.6499999761581421,82.56999969482422,0.0700000002980232,14.119999885559082,1.5499999523162842,1.0299999713897705,0.0,0.0,15.740739822387695,0.5630000000000001
510163,208832.734375,566.6666259765625,13.270000457763672,80.88999938964844,0.0099999997764825,4.46999979019165,0.2599999904632568,1.100000023841858,0.0,0.0,15.71180534362793,0.5630000000000001
510164,214842.75,861.4583129882812,0.0,65.43000030517578,0.0700000002980232,28.63999938964844,4.96999979019165,0.8799999952316284,0.0,0.0,15.690104484558104,0.5630000000000001
510165,220689.15625,787.1527709960938,5.150000095367432,83.62999725341797,0.0900000035762786,8.979999542236328,1.1100000143051147,1.0299999713897705,0.0,0.0,15.509260177612305,0.5630000000000001
510166,213111.859375,718.75,9.100000381469728,81.88999938964844,0.0599999986588954,7.039999961853027,0.8199999928474426,1.100000023841858,0.0,0.0,15.559895515441896,0.5630000000000001
510167,222152.75,800.0,5.21999979019165,83.0999984741211,0.0799999982118606,9.479999542236328,1.090000033378601,1.0299999713897705,0.0,0.0,15.704572677612305,0.5630000000000001
510168,228319.140625,817.3611450195312,0.2800000011920929,77.95999908447266,0.0799999982118606,17.81999969482422,2.940000057220459,0.9200000166893004,0.0,0.0,15.559895515441896,0.5630000000000001
510169,219848.4375,718.75,6.949999809265137,83.95999908447266,0.1099999994039535,6.980000019073486,1.0,1.0,0.0,0.0,15.704572677612305,0.5630000000000001
510170,224123.8125,753.125,5.039999961853027,83.08999633789062,0.0700000002980232,9.619999885559082,1.2100000381469729,0.9700000286102296,0.0,0.0,15.668402671813965,0.5630000000000001
510171,217413.234375,706.9444580078125,6.900000095367432,81.1500015258789,0.0599999986588954,9.510000228881836,1.3799999952316284,1.0,0.0,0.0,15.552661895751951,0.5630000000000001
510172,210268.78125,630.5556030273438,9.609999656677246,82.1500015258789,0.0399999991059303,6.519999980926514,0.6399999856948853,1.0399999618530271,0.0,0.0,15.480324745178224,0.5630000000000001
510174,211366.796875,659.7222290039062,9.100000381469728,81.5,0.050000000745058,7.539999961853027,0.7900000214576721,1.0199999809265137,0.0,0.0,14.908854484558104,0.5630000000000001
510175,215058.140625,775.0,4.980000019073486,79.3499984741211,0.0299999993294477,13.460000038146973,1.1799999475479126,0.9900000095367432,0.0,0.0,14.286747932434082,0.5630000000000001
510176,216452.890625,729.8611450195312,8.180000305175781,83.45999908447266,0.0399999991059303,6.739999771118164,0.5699999928474426,1.0099999904632568,0.0,0.0,13.816550254821776,0.5630000000000001
510177,206603.9375,564.5833129882812,12.43000030517578,81.9000015258789,0.0199999995529651,4.170000076293945,0.4000000059604645,1.090000033378601,0.0,0.0,14.315682411193848,0.5630000000000001
510178,218792.984375,738.1943969726562,8.380000114440918,82.23999786376953,0.0399999991059303,7.550000190734863,0.7300000190734863,1.059999942779541,0.0,0.0,12.818286895751951,0.5630000000000001
510179,222465.15625,792.361083984375,4.309999942779541,82.91000366210938,0.0399999991059303,10.670000076293944,1.0399999618530271,1.0299999713897705,0.0,0.0,13.31742000579834,0.5630000000000001
510180,218792.984375,711.8055419921875,9.6899995803833,82.0199966430664,0.0299999993294477,6.760000228881836,0.4699999988079071,1.0299999713897705,0.0,0.0,14.75694465637207,0.5630000000000001
510181,216773.484375,819.0972290039062,1.9299999475479128,78.33999633789062,0.0199999995529651,17.299999237060547,1.440000057220459,0.9700000286102296,0.0,0.0,13.881654739379885,0.5630000000000001
510182,221108.3125,802.7777709960938,4.360000133514404,82.72000122070312,0.0501680679368872,10.56999969482422,1.2899999618530271,1.0099999904632568,0.0,0.0,15.79861068725586,0.5630000000000001
510183,220374.28125,757.6388549804688,6.539999961853027,81.69000244140625,0.0599999986588954,9.470000267028809,1.2400000095367432,1.0,0.0,0.0,15.740739822387695,0.5630000000000001
510184,220689.15625,774.6527709960938,5.099999904632568,81.81999969482422,0.050000000745058,10.81999969482422,1.2200000286102295,0.9800000190734864,0.0,0.0,15.769675254821776,0.5630000000000001
